id,equipment_slot,offensive_stab,offensive_slash,offensive_crush,offensive_magic,offensive_ranged,defensive_stab,defensive_slash,defensive_crush,defensive_magic,defensive_ranged,defensive_summoning,absorb_melee,absorb_magic,absorb_ranged,strength_melee,strength_ranged,prayer,magic_damage,equipment_type
20765,BACK,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,STANDARD
20763,BACK,0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0,0,0,STANDARD
20762,BACK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20761,BACK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20760,BACK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20759,BACK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20758,BACK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20757,BACK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20756,BACK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20755,BACK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20754,BACK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20821,MAIN_HAND,-4,179,141,-4,0,0,0,0,0,-1,0,0,0,0,162,0,0,0,TWO_HANDED_WEAPON
20791,TORSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FULL_BODY
20749,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20748,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20747,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20746,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20745,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20743,BACK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20742,BACK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20741,BACK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20740,BACK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20739,BACK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20738,BACK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20737,BACK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20736,BACK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20735,BACK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20734,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20733,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20732,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20731,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20730,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20729,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20728,HEAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20727,HEAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20726,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20725,MAIN_HAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20724,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20723,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20722,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20721,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20720,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20719,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20718,OFF_HAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20717,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20716,MAIN_HAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20715,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20714,MAIN_HAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20713,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20712,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20711,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20710,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20709,MAIN_HAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20708,BACK,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,STANDARD
20707,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20706,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20705,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20704,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20703,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20702,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20701,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20700,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20699,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20698,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20697,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20696,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20695,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20694,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20693,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20692,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20691,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20690,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20689,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20687,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
24393,HEAD,0,0,0,-1,4,2,4,4,2,3,4,0,0,0,0,0,0,0,STANDARD
20685,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20684,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20683,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20682,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20681,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20680,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20679,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20678,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20688,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20677,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20676,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20675,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20674,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20673,MAIN_HAND,67,8,-2,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,STANDARD
20672,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20671,MAIN_HAND,67,8,-2,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,STANDARD
20670,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20669,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20668,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20667,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20666,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20665,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20664,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20663,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20662,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20661,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20660,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20659,FINGERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20658,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20657,FINGERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20656,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20655,FINGERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20654,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20653,FINGERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20652,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20651,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20650,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20649,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20648,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20647,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20646,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20645,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20644,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20643,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20642,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20641,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20640,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20639,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20638,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20637,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20636,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20635,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20634,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20633,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20632,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20631,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20630,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20629,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20628,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20627,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20626,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20625,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20624,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20623,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20622,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20621,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20620,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20619,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20618,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20617,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20616,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20615,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20614,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20613,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20612,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20611,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20610,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20609,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20608,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20607,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20606,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20605,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20604,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20603,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20602,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20601,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20600,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20599,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20598,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20597,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20596,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20595,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20594,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20593,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20592,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20591,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20590,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20589,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20588,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20587,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20586,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20585,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20584,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20583,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20582,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20581,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20580,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20579,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20578,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20577,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20576,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20575,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20574,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20573,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20572,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20571,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20570,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20569,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20568,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20567,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20566,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20565,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20564,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20563,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20562,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20561,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20560,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20559,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20558,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20557,MAIN_HAND,7,45,-2,0,0,0,1,0,0,0,0,0,0,0,44,0,0,0,STANDARD
20556,MAIN_HAND,7,45,-2,0,0,0,1,0,0,0,0,0,0,0,44,0,0,0,STANDARD
20555,MAIN_HAND,7,45,-2,0,0,0,1,0,0,0,0,0,0,0,44,0,0,0,STANDARD
20554,MAIN_HAND,7,45,-2,0,0,0,1,0,0,0,0,0,0,0,44,0,0,0,STANDARD
20553,MAIN_HAND,7,45,-2,0,0,0,1,0,0,0,0,0,0,0,44,0,0,0,STANDARD
20552,MAIN_HAND,6,29,-2,0,0,0,1,0,0,0,0,0,0,0,28,0,0,0,STANDARD
20551,MAIN_HAND,6,29,-2,0,0,0,1,0,0,0,0,0,0,0,28,0,0,0,STANDARD
20550,MAIN_HAND,6,29,-2,0,0,0,1,0,0,0,0,0,0,0,28,0,0,0,STANDARD
20549,MAIN_HAND,6,29,-2,0,0,0,1,0,0,0,0,0,0,0,28,0,0,0,STANDARD
20548,MAIN_HAND,6,29,-2,0,0,0,1,0,0,0,0,0,0,0,28,0,0,0,STANDARD
20547,MAIN_HAND,5,21,-2,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,STANDARD
20546,MAIN_HAND,5,21,-2,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,STANDARD
20545,MAIN_HAND,5,21,-2,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,STANDARD
20544,MAIN_HAND,5,21,-2,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,STANDARD
20543,MAIN_HAND,5,21,-2,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,STANDARD
20542,MAIN_HAND,3,15,-2,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,STANDARD
20541,MAIN_HAND,3,15,-2,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,STANDARD
20540,MAIN_HAND,3,15,-2,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,STANDARD
20539,MAIN_HAND,3,15,-2,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,STANDARD
20538,MAIN_HAND,3,15,-2,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,STANDARD
20537,MAIN_HAND,2,10,-2,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,STANDARD
20536,MAIN_HAND,2,10,-2,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,STANDARD
20535,MAIN_HAND,2,10,-2,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,STANDARD
20534,MAIN_HAND,2,10,-2,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,STANDARD
20533,MAIN_HAND,2,10,-2,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,STANDARD
20532,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20531,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20530,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20529,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20528,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20527,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20526,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20525,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20524,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20523,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20522,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20521,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20520,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20519,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20518,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20517,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20516,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20515,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20514,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20513,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20512,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20511,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20510,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20509,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20508,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20507,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20506,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20505,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20504,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20503,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20502,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20501,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20500,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20499,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20498,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20497,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20496,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20495,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20494,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20493,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20492,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20491,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20490,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20489,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20488,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20487,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20486,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20485,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
20484,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STANDARD
