npc_id,npc_level_combat,npc_name,npc_examine_text,npc_tile_size,npc_time_respawn
2809,0,Al the Camel,A camel who has the soul of a poet.,2,10
2818,1,Null,It's an NPC.,1,10
2829,0,Davey,Looks like he's taking a break.,1,10
2838,57,Zombie pirate,An undead sea scoundrel.,1,10
2850,49,Fever spider,"A bunch of legs, eyes and teeth.",2,10
2858,0,Brewer,A worker in the brewery.,1,10
2868,0,Zombie Head,I bet I could grab that...,1,10
2879,94,Bardur,"A Fremennik warrior, hard at work.",1,10
2891,34,Suspicious water,"If I didn't know better, I'd swear there's something in there...",1,10
2908,1,Null,It's an NPC.,1,10
2918,0,Patrick,He looks enthusiastic.,1,10
2923,1,Null,It's an NPC.,1,10
2927,0,Clay golem,An animated clay statue.,1,10
2935,0,Melina,Sullen looking Ghost Woman.,1,10
2946,0,Grimesquit,Cracking personality.,1,10
2956,0,Fur trader,Knows how to keep warm in the winter.,1,10
3424,21,Crab,Nice claw!,1,10
2901,1,Null,It's an NPC.,1,10
2913,0,Jennifer,She looks enigmatic.,1,10
2920,1,Null,It's an NPC.,3,10
2931,0,Ghost,Eeek! A ghost!,1,10
2940,0,Blanin,A docile warrior,1,10
2949,0,Jimmy Dazzler,Looks rich like an actor of sorts.,1,10
2962,0,Guard,He tries to keep order around here.,1,10
2970,0,Guard,He tries to keep order around here.,1,10
2979,1,Null,It's an NPC.,1,10
2989,0,Claude,Great set of mits for a young one.,1,10
3002,0,Gambler,Poor.,1,10
3011,0,Rat,A popular dwarven delicacy.,1,10
3030,0,Ali the Carter,A water salesman from Pollnivneach.,1,10
3040,0,Awusah the Mayor,The Mayor of Nardah.,1,10
3050,0,Larxus,Not the smartest of butlers.,1,10
3059,85,Ghoul Champion,Champion of the ghouls.,1,10
3069,140,Skeletal Wyvern,A very dangerous pile of animated wyvern bones.,3,10
3079,0,Monk,A holy man.,1,10
3090,0,"","",1,10
3099,0,Alchemy Guardian,A guardian of the arena.,1,10
3107,0,Charmed Warrior,Equipment that moves by itself!,1,10
3121,0,Balloon Animal,It looks like an animal.,1,10
3127,0,Aristarchus,A travelling scholar from Menaphos.,1,10
3141,0,Akthanakos,He's been freed from the boneguard.,1,10
3151,1,Skeleton,Could do with gaining a few pounds.,1,10
3160,0,Bill Teach,Bill Teach the pirate.,1,10
3171,0,Pirate,A pirate of Mos Le'Harmless.,1,10
3179,0,Pirate,A pirate of Mos Le'Harmless.,1,10
3190,57,Pirate,An enemy pirate.,1,10
3200,305,Chaos Elemental,pUre A cHaOs of crEatuRe!,3,10
3208,0,Taper,Back from the dead...again?,1,10
3217,0,Kaylee,Works in the Rising Sun.,1,10
3229,22,Guard,He tries to keep order around here.,1,10
3239,2,Rusty,Seems to be loitering.,1,10
3257,10,Barbarian,"Adelino, a barbarian warrior with a big axe.",1,10
3266,5,Goblin,An ugly green creature.,1,10
3280,0,Engineering assistant,He looks busy.,1,10
3286,0,Raccoon,A raccoon.,1,10
3299,0,Martin the Master Gardener,A master at gardening.,1,10
3309,2,Cow,Converts grass to beef.,2,10
3317,1,Null,It's an NPC.,1,10
3330,0,Hari,Strange looking fella.,1,10
3338,0,Cave Scenery,Cave bits.,3,10
3348,38,White Knight,A White Knight proselyte.,1,10
4143,0,Combat stone,Try to damage it!,1,10
4153,0,Combat stone,Try to damage it!,1,10
4160,0,Combat stone,It's an NPC.,1,10
4174,0,Combat stone,Try to damage it!,1,10
4186,0,Combat stone,Try to damage it!,1,10
4194,0,Combat stone,Try to damage it!,1,10
4205,0,Combat stone,Try to damage it!,1,10
4213,0,Combat stone,Try to damage it!,1,10
4226,0,Crawling hand,And with its head he came galumphing back.,1,10
4231,0,Left head,And with its head he came galumphing back.,1,10
4245,0,Chief servant,Head of the servants' guild.,1,10
4251,0,Garden supplier,She has green fingers. (Not literally.),1,10
4263,2,Goblin,An ugly green creature.,1,10
4272,2,Goblin,An ugly green creature.,1,10
4280,46,Animated Steel Armour,Animated steel armour.,1,-1
4291,56,Cyclops,A one-eyed man eater.,2,60
4305,22,Guard,A guard for the humans against monster group.,1,10
4311,22,Guard,A guard for the humans against monster group.,1,10
4324,0,Zanik,The mark on her head is glowing.,1,10
4333,50,Sigmund,Former adviser to the Duke of Lumbridge.,1,10
4344,3,Monkey,Perhaps our oldest relatives?,1,10
4363,0,Monkey,Perhaps arr oldest piratical relatives?,1,10
4374,0,Parrot,A colourful bird.,1,10
4387,77,Ghost,Eeek! A ghost!,1,10
4397,49,Catablepon,Big... Cow-like... But cows don't have serpent tails!,2,10
4408,13,Goblin,These goblins have grown strong.,1,10
4419,0,Cosmic Being,A highly enlightened being.,1,10
4429,1,Null,It's an NPC.,1,10
4437,0,Fairy Queen,Looks otherworldy.,1,10
4451,0,Starflower,"A small, green shoot.",1,10
4458,20,Ork,"Ugly, fierce and with a bad attitude.",1,10
4471,1,Tree spirit,It's an NPC.,1,10
4480,5,Goblin,An ugly goblin... bleurgh!,1,10
4491,5,Goblin,An ugly goblin... bleurgh!,1,10
4501,0,Ethereal Man,Is he real or is it just my imagination?,1,10
4508,0,Ethereal Mimic,I wanna be like you-ooo-ooo!,1,10
4521,0,Enchanted Broom,How does it see where to sweep?,1,10
4527,111,Suqah,A strange creature unique to Lunar Isle.,2,60
4540,0,Captain Bentley,The High Priest has been transformed into an avatar of Bandos.,1,10
4551,0,Jack Sails,Nice beard.,1,10
4560,0,Frizzy Skernip,Perhaps this gardener might look after your crops for you.,1,10
4567,0,Examiner,Upon examining the examiner you examine it is indeed an examiner!,1,10
4579,0,Generic Diplomat,He's very diplomatic,1,10
4589,0,Sorrn,Gnome customer.,1,10
4598,0,Wurbel,He looks like a big gnomeball fan.,1,10
4609,0,Null,It's an NPC.,1,10
4620,0,Cute creature,Ahhh. Isn't it cute?,1,10
4629,0,Cute creature,Ahhh. Isn't it cute?,1,10
4638,0,Gnome soldier,A little warrior.,1,10
4649,0,Tyras guard,One of King Tyras's men.,1,10
2921,0,Sand storm,A nasty sand storm.,3,10
2929,2,Null,It's an NPC.,1,10
2950,0,The Face,"Once beautiful, now repugnant.",1,10
2959,0,Silk merchant,Seems very well off.,1,10
2969,0,Guard,He tries to keep order around here.,1,10
2982,0,King rat,The master of all rats.,1,10
2990,0,Topsy,Cute and fluffy.,1,10
3001,0,Gambler,Rich.,1,10
3009,0,Rat,A popular dwarven delicacy.,1,10
3019,0,Fishing spot,It looks like there might be fish swimming in the water.,1,10
3029,0,Ghaslor the Elder,The oldest man in Nardah.,1,10
3041,21,Tarik,The mayor's guard.,1,10
3051,0,Mystery figure,A mysterious watcher...,2,10
3062,14,Imp Champion,Champion of the imps.,1,10
3070,140,Skeletal Wyvern,A very dangerous pile of animated wyvern bones.,3,10
3082,0,Rosie,An effervescent elfin.,1,10
3091,0,"","",1,10
3101,0,Graveyard Guardian,A guardian of the arena.,2,10
3110,1,Null,It's an NPC.,1,10
3117,0,Sandwich lady,Back from the dead...again?,1,10
3128,13,Null,It's an NPC.,1,10
3137,0,Enakhra,A mysterious hooded woman.,1,10
3158,0,Bill Teach,Bill Teach the pirate.,1,10
3170,0,Pirate,A pirate of Mos Le'Harmless.,1,10
3180,0,Pirate,A pirate of Mos Le'Harmless.,1,10
3191,57,Pirate,An enemy pirate.,1,10
3206,0,Priest,A cave-goblin sniper!,1,10
3214,0,Null,It's an NPC.,1,10
3226,2,Woman,One of Proximus's many citizens.,1,10
3232,22,Guard,Keeping an eye out for threats to the city.,1,10
3242,23,Dark wizard,A practicer of dark arts.,1,10
3256,10,Barbarian,"Acelin, a guard in the Barbarian Village.",1,10
3269,11,Dwarf,A dwarven worker.,1,10
3290,1,Null,It's an NPC.,1,10
3296,0,Swan,It's an NPC.,1,10
3308,0,Zandar Horfyre,A practitioner of dark arts.,1,10
3316,1,Null,It's an NPC.,1,10
3326,0,Martina Scorsby,"A less enthusiastic ecclesiastic woman, she seems slightly tired.",1,10
3336,0,Bullrush,A bullrush.,1,10
3347,86,Zygomite,"A fun guy. No wait, that's awful..",2,10
3356,0,Niles,The brother of Miles and Giles.,1,10
3367,38,Evil Chicken,She looks badly hurt.,1,10
3378,0,Evil Dave,He seems to like wearing black.,1,10
3390,0,Mountain Dwarf,He looks short and grumpy.,1,10
4145,0,Combat stone,Try to damage it!,1,10
4155,0,Combat stone,Try to damage it!,1,10
4165,0,Combat stone,Try to damage it!,1,10
4168,0,Combat stone,Try to damage it!,1,10
4181,0,Combat stone,Try to damage it!,1,10
4187,0,Combat stone,Try to damage it!,1,10
4197,0,Combat stone,Try to damage it!,1,10
4207,0,Combat stone,Try to damage it!,1,10
4218,0,Combat stone,Try to damage it!,1,10
4227,0,Cockatrice,And with its head he came galumphing back.,1,10
4238,1,Null,It's an NPC.,1,10
4249,0,Sir Renitee,Chief Herald of Falador.,1,10
4259,10,Guard,A dwarven guard.,1,10
4273,2,Goblin,An ugly green creature.,1,10
4277,1,Buinn,Engineer's assistant.,5,10
4289,0,Kamfreena,It's an NPC.,1,10
4298,0,Jimmy,He looks a bit drunk.,1,10
4309,22,Guard,A guard for the humans against monster group.,1,10
4319,1,Null,It's an NPC.,1,10
4327,22,HAM member,A guard for the humans against monster group.,1,10
4338,1,Null,It's an NPC.,1,10
4346,0,Crab,Clearly not a hermit.,1,10
4369,0,Null,It's an NPC.,1,10
4373,0,Parrot,A colourful bird.,1,10
4385,60,Skeleton,Could do with gaining a few pounds.,1,10
4394,53,Zombie,The walking dead.,1,10
4402,59,Scorpion,An extremely vicious scorpion.,2,10
4418,145,Gorak,"Gorak by name, Gorak by nature.",2,60
4427,1,Null,It's an NPC.,1,10
4439,0,Centaur,"Half horse, half woman.",2,10
4447,1,Rabbit,"Aww, how cute.",1,10
4461,90,Held vampyre juvinate,"A juvinate vampyre, held in a powerful spell.",1,10
4468,0,Miala,A human returned from vampyric form.,1,10
4478,0,Tarik,That's a strange hat for a local.,1,10
4488,5,Goblin,An ugly goblin... bleurgh!,1,10
4497,0,Grubfoot,Smaller than the average goblin.,1,10
4509,79,Me,It's like looking in the mirror.,1,10
4518,0,Rimae Sirsalis,Not a single hair on her head. But one or two warts.,1,10
4531,111,Suqah,A strange creature unique to Lunar Isle.,2,10
4539,0,Cabin boy,I always wondered what that job description actually meant...,1,10
4547,0,Bedread the bold,He got his name from his favourite hobby. Reading about beds.,1,10
4557,0,'Sticky' Sanders,Apparently his nickname comes from his fondness for jam.,1,10
4571,0,Terrorchick gnome,A farmer's enemy.,1,10
4578,0,Penwie,He looks like he's a long way from home.,1,10
4590,0,Mimm,A female gnome.,1,10
4600,0,Guard Vemmeldo,He looks alert and ready for action.,1,10
4610,0,Brimstail,"Small but wise, he is.",1,10
4621,0,Evil creature,What is that thing!,1,10
4627,0,Evil creature,What is that thing!,1,10
4640,0,Gnome soldier,A little warrior.,1,10
4647,0,Hazelmere,A familiar looking young gnome.,1,10
2934,0,Melina,Sullen looking Ghost Woman.,1,10
2947,0,Phingspet,"Lovely girl, shame about the smell.",1,10
2953,0,Ceril Carnillean,Head of the Carnillean household.,1,10
2964,0,Guard,He tries to keep order around here.,1,10
2978,1,Null,It's an NPC.,1,10
2985,0,Loki,A tricky bag of troublesome fluff.,1,10
3007,0,Rat,A popular dwarven delicacy.,1,10
3015,0,Rat,A popular dwarven delicacy.,1,10
3028,75,Grey golem,An animated clay statue.,1,10
3036,0,Zahra,A citizen of Nardah.,1,10
3046,0,Nardah Banker,A banker of Nardah.,1,10
3054,0,Mystery figure,A mysterious watcher...,2,10
3065,40,Skeleton Champion,Champion of the skeletons.,1,10
3074,1,Null,It's an NPC.,1,10
3088,0,Ronan,One of Diango's itinerant pixies.,1,10
3097,0,Entrance Guardian,A guardian of the arena.,1,10
3111,1,Null,It's an NPC.,1,10
3122,0,Balloon Animal,It looks like an animal.,1,10
3130,0,Pile of bones,These used to be alive.,2,10
3142,0,Akthanakos,"Just who is he, anyway?",1,10
3156,0,Bill Teach,Bill Teach the pirate.,1,10
3166,0,Mike,Dodgy Mike.,1,10
3174,0,Pirate,A pirate of Mos Le'Harmless.,1,10
3186,0,Pirate,A pirate of Mos Le'Harmless.,1,10
3196,57,Pirate,An enemy pirate.,1,10
3202,55,Killerwatt,A ball of electrical energy.,1,10
3211,0,Alrena,She looks concerned.,1,10
3233,22,Guard,Keeping an eye out for threats to the city.,1,10
3243,22,Dark wizard,A practicer of dark arts.,1,10
3255,10,Barbarian,"Wotan, a sturdy barbarian warrior.",1,10
3263,9,Barbarian,"Sieglinde, a muscular barbarian warrior.",1,10
3272,10,Dwarf,A dwarven worker.,1,10
3282,0,Engineer,He's building a cannon.,1,10
3294,0,Dwarf,It's an NPC.,1,10
3303,0,Fairy Nuff,It's an NPC.,1,10
3314,1,Null,It's an NPC.,1,10
3324,0,Draul Leptoc,"This looks like an angry, aggressive man.",1,10
3331,0,Barfy Bill,Looks a little green around the gills.,1,10
3345,86,Fungi,"A fun guy. No wait, that's awful. Plus it doesn't even make sense.",1,10
3353,0,Swarm,The Chosen Commander.,1,10
3365,159,Mr Hyde,The Chosen Commander.,1,10
3375,159,Evil Chicken,A fowl beast.,1,10
3385,0,Gypsy,An old gypsy lady.,1,10
4138,0,Combat stone,Try to damage it!,1,10
4148,0,Combat stone,Try to damage it!,1,10
4158,0,Combat stone,It's an NPC.,1,10
4171,0,Combat stone,Try to damage it!,1,10
4178,0,Combat stone,Try to damage it!,1,10
4188,0,Combat stone,Try to damage it!,1,10
4198,0,Combat stone,Try to damage it!,1,10
4208,0,Combat stone,Try to damage it!,1,10
4212,0,Combat stone,Try to damage it!,1,10
4223,0,Combat stone,Try to damage it!,1,10
4233,0,Right head,And with its head he came galumphing back.,1,10
4242,1,Null,It's an NPC.,1,10
4255,1,Null,It's an NPC.,1,10
4265,2,Goblin,An ugly green creature.,1,10
4274,2,Goblin,An ugly green creature.,1,10
4284,138,Animated Rune Armour,Animated rune armour.,1,-1
4295,0,Anton,Armour shopkeeper.,1,10
4300,0,Ref,He looks fair and reliable.,1,10
4322,0,Zanik,A younger Zanik.,1,10
4332,50,Sigmund,Former adviser to the Duke of Lumbridge.,1,10
4341,0,Zanik,An eager cave goblin on her first trip to the surface.,1,10
4353,80,Cave horror,"A horrible, emaciated ape like creature with beady red eyes.",2,60
4367,0,Null,It's an NPC.,1,10
4375,0,Security Guard,A retired Proximus security guard.,1,10
4389,28,Flesh Crawler,I don't think insect repellent will work...,2,10
4396,1,Rat,A popular dwarven delicacy.,1,10
4409,11,Goblin,It's an NPC.,1,10
4415,1,Rat,A popular dwarven delicacy.,1,10
4422,1,Null,It's an NPC.,1,10
4433,0,Fairy Godfather,I'm gonna make him an offer he can't refuse.,1,10
4444,0,Fairy,If she wasn't flying she'd have a limp.,1,10
4452,0,Starflower,It doesn't look that rare.,1,10
4475,0,Tree spirit,An old sailor.,1,10
4482,5,Goblin,An ugly goblin... bleurgh!,1,10
4493,0,General Bentnoze,An ugly green creature.,1,10
4505,0,Ethereal Perceptive,He knows what is possible.,1,10
4516,0,Melana Moonlander,Did she just wink at me?,1,10
4522,0,Enchanted Broom,A broom driven by magic.,1,10
4535,1,Parrot,It's a parrot.,1,10
4543,0,First mate 'Davey-boy',First mate to Captain Bentley.,1,10
4552,37,Palmer,Nice shave.,1,10
4563,0,Hura,A seller of crossbow parts.,1,10
4574,0,Tamble,An overworked gnome!,1,10
4586,0,Professor Imblewyn,A visiting gnome mage.,1,10
4593,0,Portobello,Pilot Veteran.,1,10
4602,0,Froono,He looks like he needs something useful to do.,1,10
4614,0,Cute creature,Ahhh. Isn't it cute?,1,10
4626,0,Cute creature,Ahhh. Isn't it cute?,1,10
4632,0,Fluffie,A spy of Glouphrie.,1,10
4643,0,Healthorg and tortoise,King Healthorg riding his War Tortoise.,3,10
4652,0,Trader Crewmember,That suit looks a little briny around the edges.,1,10
2943,0,Pox,Not the healthiest cat you've ever seen.,1,10
2957,0,Gem merchant,Seems very well off.,1,10
2968,0,Guard,He tries to keep order around here.,1,10
2974,1,Null,It's an NPC.,1,10
2988,0,Mittens,A fully grown feline.,1,10
2994,0,Fior,Happy not to be working.,1,10
3005,0,Gambler,Poor.,1,10
3013,0,Rat,A popular dwarven delicacy.,1,10
3023,0,Nirrie,An elemental waterspirit.,1,10
3037,0,Zahur,A herbalist... sells herbs.,1,10
3043,21,Radat,The mayor's guard.,1,10
3055,0,Mystery figure,A mysterious watcher...,2,10
3066,51,Zombies Champion,Champion of the zombies.,2,10
3073,57,Ice warrior,A cold-hearted elemental warrior.,1,10
3096,1,Pizzaz Hat,A talking Hat!,1,10
3106,0,Charmed Warrior,Equipment that moves by itself!,1,10
3119,0,Balloon Animal,It looks like an animal.,1,10
3131,0,Desert Spirit,It was trapped inside the boneguard.,1,10
3138,0,Enakhra,Who - or what - is she?,1,10
3150,0,Knight,He's wearing heavy armour.,1,10
3161,0,Charley,'Two Feet' Charley.,1,10
3167,0,Pirate,A pirate of Mos Le'Harmless.,1,90
3181,0,Pirate,A pirate of Mos Le'Harmless.,1,10
3188,57,Pirate,An enemy pirate.,1,10
3198,0,Banker,He can look after my money.,1,10
3209,0,Elena,She looks concerned.,1,10
3220,11,Dwarf,Loves mining.,1,10
3228,21,Guard,He tries to keep order around here.,1,10
3240,2,Jeff,Untrustworthy.,1,10
3248,17,Barbarian,"Fasolt, a strong barbarian warrior.",1,10
3258,10,Barbarian,"Adolpho, a barbarian warrior with a warhammer.",1,10
3267,5,Goblin,An ugly green creature.,1,10
3289,1,Null,It's an NPC.,1,10
3300,0,Frog,A magical frog.,1,10
3307,0,Gatekeeper,Guardian of the market gate.,1,10
3319,45,Baby tanglefoot,An animated shrub.,1,10
3329,0,Sigurd,His furs look very damp.,1,10
3337,0,Cave Scenery,Cave bits.,3,10
3350,42,White Knight,A White Knight partisan.,1,10
3360,14,Mr Hyde,The Chosen Commander.,1,10
3369,81,Evil Chicken,Back from the dead...again?,1,10
3379,1,Null,It's an NPC.,1,10
3387,0,Culinaromancer,A demented evil wizard who specialises in food spells.,1,10
3396,0,Awowogei,A rather dapper little monkey.,1,10
3431,0,Fish,An Angel Fish.,1,10
4139,0,Combat stone,Try to damage it!,1,10
4149,0,Combat stone,Try to damage it!,1,10
4162,0,Combat stone,Try to damage it!,1,10
4173,0,Combat stone,Try to damage it!,1,10
4185,0,Combat stone,Try to damage it!,1,10
4192,0,Combat stone,It's an NPC.,1,10
4204,0,Combat stone,Try to damage it!,1,10
4217,0,Combat stone,Try to damage it!,1,10
4224,0,Combat stone,Try to damage it!,1,10
4235,0,Rick,He wears a hat to hide the fact that he's bald.,1,10
4244,1,Null,It's an NPC.,1,10
4256,1,Null,It's an NPC.,1,10
4270,2,Goblin,An ugly green creature.,1,10
4279,23,Animated Iron Armour,Animated iron armour.,1,-1
4287,0,Gamfred,The guild engineer.,1,10
4296,0,Jade,Bank staff.,1,10
4308,22,Guard,A guard for the humans against monster group.,1,10
4317,1,Null,It's an NPC.,1,10
4336,22,Guard,A guard for the humans against monster group.,1,10
4348,70,Jungle horror,"A horrible, emaciated ape like creature with beady red eyes.",2,10
4359,0,Patchy,Patchy the pirate.,1,10
4366,0,Null,It's an NPC.,1,10
4378,1,Ricketty door,"Even this door looks half starved, maybe it's going to invite you for lunch.",1,10
4386,85,Skeleton,Could do with gaining a few pounds.,1,10
4393,44,Zombie,Dead man walking.,1,10
4405,19,Minotaur,He doesn't look very pleased to see you.,1,10
4417,0,Bees!,Oldak's new assistant.,1,10
4430,1,Null,It's an NPC.,1,10
4441,0,Wood Dryad,Twiggy.,1,10
4450,0,Butterfly,These look much better in the wild.,1,10
4459,20,Ork,It's an NPC.,1,10
4467,0,Liam,A human returned from vampyric form.,1,10
4481,5,Goblin,An ugly goblin... bleurgh!,1,10
4487,5,Goblin,An ugly goblin... bleurgh!,1,10
4498,0,Grubfoot,Smaller than the average goblin.,1,10
4507,0,Ethereal Fluke,Luck is probably on his side.,1,10
4520,0,Clan Guard,He smells a bit funny.,1,10
4528,111,Suqah,A strange creature unique to Lunar Isle.,2,10
4541,0,'Beefy' Burns,A stickler for hygiene in the kitchen.,1,10
4550,0,Murky Pat,Don't look him straight in the eyes. He'll eat you alive!,1,10
4558,0,Hirko,A seller of crossbow parts.,1,10
4569,0,Nick,A man busily panning.,1,10
4577,0,Wingstone,He looks like he's a long way from home.,1,10
4591,0,Eebel,A gnome whom likes antiques.,1,10
4599,0,Sarble,She tends the toads and worms in the swamp.,1,10
4607,0,Black Cat,A witch's black cat.,1,10
4619,1,Null,It's an NPC.,1,10
4631,0,Fluffie,A small fluffy inhabitant of the Grand Tree.,1,10
4637,0,Goblin,An ugly green creature.,1,10
2932,0,Jorral,A sensible looking man.,1,10
2941,0,The Beast,Who ate all the rats?,1,10
2951,0,Felkrash,What is she looking at?,1,10
2961,0,Ali Morrisane,A bazaar merchant.,1,10
2972,0,Guard,He tries to keep order around here.,1,10
2980,0,Rat,A popular dwarven delicacy.,1,10
2991,0,Rauborn,Barman.,1,10
3000,0,Barman,Definitely overworked.,1,10
3020,0,Rug Merchant,A carpet merchant.,1,10
3032,0,Nkuku,A citizen of Nardah.,1,10
3042,21,Poltenip,The mayor's guard.,1,10
3049,1,Null,It's an NPC.,1,10
3060,24,Goblin Champion,Champion of the goblins.,1,10
3071,140,Skeletal Wyvern,A very dangerous pile of animated wyvern bones.,3,10
3080,0,Monk,A holy man.,1,10
3089,0,"","",1,10
3118,0,Prison Pete,He wants to escape!,1,10
3134,0,Null,It's an NPC.,2,10
3145,1,Null,It's an NPC.,1,10
3154,34,Count Draynor,Stop looking and run!,2,10
3164,0,Mama,Mama La'Fiette.,1,10
3176,0,Pirate,A pirate of Mos Le'Harmless.,1,10
3183,0,Pirate,A pirate of Mos Le'Harmless.,1,10
3192,57,Pirate,An enemy pirate.,1,10
3203,0,Storm Cloud,A very small storm!,3,10
3213,0,Null,It's an NPC.,1,10
3221,10,Dwarf,Loves mining.,1,10
3236,0,Workman,A busy workman,1,10
3244,11,Dark wizard,A practicer of dark arts.,1,10
3252,10,Barbarian,"Hagen, a guard in the Barbarian Village.",1,10
3265,5,Goblin,An ugly green creature.,1,10
3271,11,Dwarf,A dwarven worker.,1,10
3281,0,Engineering assistant,He's wandering around aimlessly with a box of spare parts.,1,10
3295,0,Dwarf,It's an NPC.,1,10
3302,0,Co-ordinator,Manages the fairies.,1,10
3315,1,Null,It's an NPC.,1,10
3325,0,Phillipa,"A quiet, more reserved sort of lady.",1,10
3332,0,Trees,Trees and such.,5,10
3342,0,Baby Mole,Mooooooooooooole.,1,10
3354,0,Cap'n Hand,The Chosen Commander.,1,10
3361,29,Mr Hyde,No longer the Chosen Commander.,1,10
3374,0,Sir Amik Varze,Leader of the White Knights.,1,10
3381,0,Doris,It's an NPC.,1,10
3391,0,General Wartface,An ugly green creature.,1,10
3401,1,Null,It's an NPC.,1,10
3433,0,Fish,An Angel Fish.,1,10
4136,0,Combat stone,Try to damage it!,1,10
4146,0,Combat stone,Try to damage it!,1,10
4156,0,Combat stone,Try to damage it!,1,10
4166,0,Combat stone,Try to damage it!,1,10
4176,0,Combat stone,Try to damage it!,1,10
4182,0,Combat stone,Try to damage it!,1,10
4195,0,Combat stone,Try to damage it!,1,10
4200,0,Combat stone,Try to damage it!,1,10
4209,0,Combat stone,Try to damage it!,1,10
4220,0,Combat stone,Try to damage it!,1,10
4237,0,Maid,Very neat.,1,10
4250,0,Sawmill operator,He changes the shape of wood.,1,10
4257,10,Guard,A dwarven guard.,1,10
4268,2,Goblin,An ugly green creature.,1,10
4281,69,Animated Black Armour,Animated black armour.,1,-1
4292,76,Cyclops,A one-eyed woman eater.,2,60
4303,22,Guard,A guard for the humans against monster group.,1,10
4315,1,Null,It's an NPC.,1,10
4320,0,H.A.M. Member,A member of the 'Humans Against Monsters' group.,1,10
4330,0,Johanhus Ulsbrecht,The leader of the 'Humans Against Monsters' group.,1,10
4342,41,Zanik,A goblin fighting for her city.,1,10
4360,0,San Fan,A pirate from the lands to the east.,1,10
4370,0,Null,It's an NPC.,1,10
4380,1,Portal of Death,Bones of the long dead crafted into an elaborate portal.,1,10
4390,35,Flesh Crawler,I don't think insect repellent will work...,2,10
4401,24,Spider,Incey wincey... with a nasty bite.,1,10
4410,16,Goblin,An ugly green creature.,1,10
4421,0,Null,"",1,10
4428,1,Null,It's an NPC.,1,10
4438,0,Centaur,Horseplay.,2,10
4448,1,Rabbit,"Aww, how cute.",1,10
4457,0,Ork,"Ugly, fierce and with a bad attitude.",1,10
4470,14,Tree spirit,A very angry nymph.,1,10
4479,5,Goblin,An ugly goblin... bleurgh!,1,10
4489,5,Goblin,An ugly goblin... bleurgh!,1,10
4499,5,Goblin,An ugly goblin... bleurgh!,1,10
4510,79,Me,It's like looking in the mirror.,1,10
4517,0,Selene,In a world of her own.,1,10
4529,111,Suqah,A strange creature unique to Lunar Isle.,2,10
4537,0,Lokar Searunner,"Either a very fremennikey pirate, or a very piratey fremennik.",1,10
4548,37,Wilson,A pirate.,1,10
4561,0,Yulf Squecks,Perhaps this gardener might look after your crops for you.,1,10
4570,0,Mounted terrorchick gnome,A farmer's enemy.,1,10
4580,0,Ambassador Gimblewap,He's very diplomatic.,1,10
4587,0,Perrdur,Gnome customer.,1,10
4597,0,Meegle,He looks after the terrorbirds.,1,10
4608,0,Monk,An unusually aggressive cleric.,1,10
4618,0,Evil creature,What is that thing!,1,10
4630,0,Evil creature,What is that thing!,1,10
4639,0,Gnome soldier,A little warrior.,1,10
2939,0,Dron,He looks scary.,1,10
2952,0,Smokin' Joe,What is he?,1,10
2960,0,Zenesha,Sells top quality plate mail armour.,1,10
2971,0,Guard,He tries to keep order around here.,1,10
2981,0,Rat,A popular dwarven delicacy.,1,10
2999,0,Gambler,He has a tortured look in his eye.,1,10
3010,0,Rat,A popular dwarven delicacy.,1,10
3021,0,Tool Leprechaun,Looks after your Farming tools.,1,10
3039,0,Kazemde,A seller of many things.,1,10
3052,0,Mystery figure,A mysterious watcher...,2,10
3061,56,Hobgoblin Champion,Champion of the hobgoblins.,1,10
3072,53,Ice giant,He's got icicles in his beard.,2,10
3081,0,Assassin,A stealthy assassin.,1,10
3092,0,Hooded Stranger,A strange hooded... stranger?,1,10
3100,0,Enchantment Guardian,A guardian of the arena.,2,10
3103,0,Rewards Guardian,A guardian of the arena.,2,10
3124,0,Pyramid block,A pyramid block.,2,10
3133,0,Crust of ice,"Very thick, and very cold.",2,10
3140,0,Boneguard,A spirit is trapped within it.,3,10
3147,0,Lazim,It's an NPC.,1,10
3159,0,Bill Teach,Bill Teach the pirate.,1,10
3168,0,Pirate,A pirate of Mos Le'Harmless.,1,10
3177,0,Pirate,A pirate of Mos Le'Harmless.,1,10
3187,57,Pirate,An enemy pirate.,1,10
3197,0,Gull,A sea bird.,1,10
3207,0,Pious Pete,Back from the dead...again?,1,10
3219,11,Dwarf,Loves mining.,1,10
3230,19,Guard,He tries to keep order around here.,1,10
3238,2,Narf,Looks unpleasant.,1,10
3247,10,Barbarian,"Fafner, a tough barbarian warrior.",1,10
3259,15,Barbarian,"Aitan, a barbarian archer.",1,10
3270,11,Dwarf,A dwarven worker.,1,10
3276,25,Black Guard,"A member of the Black Guard, a special division of the dwarven army.",1,10
3287,0,Raccoon,A raccoon.,1,10
3298,0,Sweeper,Keeps this magic area tidy.,1,10
3310,0,Sheep,White and fluffy.,1,10
3320,45,Baby tanglefoot,An aggressive bush.,1,10
3328,0,Tarquin,A dandy canoe man.,1,10
3339,0,Cave Scenery,Cave bits.,4,10
3349,39,White Knight,A White Knight acolyte.,1,10
3359,0,Dr Jekyll,The Chosen Commander.,1,10
4144,0,Combat stone,Try to damage it!,1,10
4154,0,Combat stone,Try to damage it!,1,10
4161,0,Combat stone,Try to damage it!,1,10
