id,id_note,id_lend,id_template_note,id_template_lend,stackable,tradable,droppable,members_only,name,value,weight,examine
20510,-1,-1,-1,-1,f,t,t,f,Bronze tie,1,1.8,This should be added to a track after the joint.
20509,-1,-1,-1,-1,f,t,t,f,Bronze joint,1,1.8,This should be added to a track after the spikes.
20508,-1,-1,-1,-1,f,t,t,f,Bronze spikes,1,1.8,These can be added to a track after the rails have been attached to the base plate.
20507,-1,-1,-1,-1,f,t,t,f,Bronze base plate,1,1.8,These can be combined with rails to form the start of a track.
20506,-1,-1,-1,-1,f,t,t,f,Bronze rails,1,1.8,These can be combined with a base plate to form the start of a track.
20504,-1,-1,-1,-1,f,t,t,t,Steel ingot i,1,1.8,It\'s a steel ingot of reasonable purity.
20503,-1,-1,-1,-1,f,t,t,f,Iron ingot i,1,1.8,It\'s an iron ingot of reasonable purity.
20502,-1,-1,-1,-1,f,t,t,f,Bronze ingot i,1,1.8,It\'s a bronze ingot of reasonable quality.
20501,-1,-1,-1,-1,f,t,t,t,Royale cannon furnace,1,5,This powers a royale multicannon.
20500,-1,-1,-1,-1,f,t,t,t,Royale cannon barrels,1,15,The barrels of a royale multicannon.
20499,-1,-1,-1,-1,f,t,t,t,Royale cannon stand,1,0.9,The mounting for a royale multicannon.
20498,-1,-1,-1,-1,f,t,t,t,Royale cannon base,187500,10,The cannon is built on this.
20497,-1,-1,-1,-1,f,t,t,t,Gold cannon furnace,1,5,This powers the golden multicannon.
20496,-1,-1,-1,-1,f,t,t,t,Gold cannon barrels,1,15,The barrels of the golden multicannon.
20495,-1,-1,-1,-1,f,t,t,t,Gold cannon stand,1,0.9,The mounting for the golden multicannon.
20494,-1,-1,-1,-1,f,t,t,t,Gold cannon base,187500,10,The cannon is built on this.
20493,-1,-1,-1,-1,f,t,t,t,Cannonball mould,-1,4.5,Used for making test cannonballs.
20490,-1,-1,-1,-1,f,t,t,t,Broken flint,-1,1,It\'s fallen into disrepair.
20489,-1,-1,-1,-1,f,t,t,t,Fuse box,-1,1,A fuse box full of gunpowder.
20488,-1,-1,-1,-1,f,t,t,t,Broken fuse box,-1,1,It\'s fallen into disrepair.
25198,-1,-1,-1,-1,f,t,t,t,Blacksmith's boots,7777,1,NULL
20487,-1,-1,-1,-1,f,t,t,t,Empty fuse box,-1,1,It\'s missing something.
20486,-1,-1,-1,-1,f,t,t,t,Broken cannon furnace,-1,5,It\'s fallen into disrepair.
20485,-1,-1,-1,-1,f,t,t,t,Cannon furnace,-1,5,This powers the multicannon.
20484,-1,-1,-1,-1,f,t,t,t,Cannon furnace,-1,5,This powers the multicannon.
20483,-1,-1,-1,-1,f,t,t,t,Pipe mould,1,0.5,A mould used to set cannon pipes.
20482,-1,-1,-1,-1,f,t,t,t,Pipe,-1,0.2,A pipe that belongs in a cannon stand.
20481,-1,-1,-1,-1,f,t,t,t,Broken pipe,-1,0.2,A broken pipe that came from a cannon stand.
20480,-1,-1,-1,-1,f,t,t,t,Cannon barrel,-1,32,A working cannon barrel.
20479,-1,-1,-1,-1,f,t,t,t,Broken cannon barrel,-1,15,It\'s fallen into disrepair.
20478,-1,-1,-1,-1,f,t,t,t,Broken cannon barrel,-1,15,It\'s fallen into disrepair.
20477,-1,-1,-1,-1,f,t,t,t,Broken cannon barrel,-1,15,It\'s fallen into disrepair.
20476,-1,-1,-1,-1,f,t,t,t,Cog mould,-1,0.5,A mould to form cogs for a cannon.
20475,-1,-1,-1,-1,f,t,t,t,Cannon cog,-1,0.5,A cog from a cannon.
20474,-1,-1,-1,-1,f,t,t,t,Broken cannon cog,-1,0.5,A cog from a cannon. It\'s broken.
20473,-1,-1,-1,-1,f,t,t,t,Cannon base,-1,10,The cannon is built on this.
20472,-1,-1,-1,-1,f,t,t,t,Empty cannon base,-1,5,It\'s missing something.
20471,-1,-1,-1,-1,f,t,t,t,Broken cannon base,-1,10,It\'s fallen into disrepair.
20470,-1,-1,-1,-1,f,t,t,t,Cannon stand,-1,0.9,The mounting for the multicannon.
20466,20467,-1,-1,-1,f,t,t,t,Chaos gloves,3000,0.4,Gloves made in the Elemental Workshop.
20464,20465,-1,-1,-1,f,t,t,t,Cosmic gloves,3000,0.4,Gloves made in the Elemental Workshop.
20462,20463,-1,-1,-1,f,t,t,t,Body gloves,3000,0.4,Gloves made in the Elemental Workshop.
20460,20461,-1,-1,-1,f,t,t,t,Mind gloves,3000,0.4,Gloves made in the Elemental Workshop.
20458,20459,-1,-1,-1,f,t,t,t,Elemental gloves,3000,0.4,Gloves made in the Elemental Workshop.
20456,20457,-1,-1,-1,f,t,t,t,Chaos boots,3000,0.4,Boots made in the Elemental Workshop.
20454,20455,-1,-1,-1,f,t,t,t,Cosmic boots,3000,0.4,Boots made in the Elemental Workshop.
20452,20453,-1,-1,-1,f,t,t,t,Body boots,3000,0.4,Boots made in the Elemental Workshop.
20450,20451,-1,-1,-1,f,t,t,t,Mind boots,3000,0.4,Boots made in the Elemental Workshop.
20448,20449,-1,-1,-1,f,t,t,t,Elemental boots,3000,0.4,Boots made in the Elemental Workshop.
20446,20447,-1,-1,-1,f,t,t,t,Chaos body,4000,0.7,A body made in the Elemental Workshop.
20444,20445,-1,-1,-1,f,t,t,t,Cosmic body,4000,0.7,A body made in the Elemental Workshop.
20440,20441,-1,-1,-1,f,t,t,t,Cosmic helmet,200,0.1,A helmet made in the Elemental Workshop.
20438,20439,-1,-1,-1,f,t,t,t,Chaos shield,4000,0.1,A shield made in the Elemental Workshop.
20436,20437,-1,-1,-1,f,t,t,t,Cosmic shield,4000,0.2,A shield made in the Elemental Workshop.
20435,-1,-1,-1,-1,f,t,t,t,Astral token,1,32,An astral token.
20434,-1,-1,-1,-1,f,t,t,t,Chaos bar,1,1.8,An elemental chaos bar.
20433,-1,-1,-1,-1,f,t,t,t,Cosmic bar,1,1.8,An elemental cosmic bar.
20432,-1,-1,-1,-1,f,t,t,t,Shabby book,1,0.4,It\'s called \'The Book of the Elemental Boots\'.
20431,-1,-1,-1,-1,f,t,t,t,Notched book,1,0.4,It\'s called the \'Book of the Elemental Gloves\'.
20430,-1,-1,-1,-1,f,t,t,t,Keyblade,1,0.4,A key fashioned from a knife!
20429,-1,-1,-1,-1,f,t,t,t,Fury shark,500,0.6,"Best before end: Bennath, 169."
20426,-1,-1,-1,-1,f,t,t,t,Infernal urn (full),1,1.8,I can now teleport this urn away.
20425,-1,-1,-1,-1,f,t,t,t,Infernal urn,1,1.3,"This will collect impious, accursed and infernal ashes when I slay demonic creatures."
20424,-1,-1,-1,-1,f,t,t,t,Infernal urn (r),1,1.33,"This will collect impious, accursed and infernal ashes when I slay demonic creatures."
20422,20423,-1,-1,-1,f,t,t,t,Infernal urn (nr),350,1.3,This needs an air rune to become active.
20421,-1,-1,-1,-1,f,t,t,t,Infernal urn (unf),1,1.3,I need to fire this in a pottery oven.
20420,-1,-1,-1,-1,f,t,t,f,Accursed urn (full),1,1.8,I can now teleport this urn away.
20419,-1,-1,-1,-1,f,t,t,f,Accursed urn,1,1.3,This is collecting impious and accursed ashes when I slay demonic creatures.
20418,-1,-1,-1,-1,f,t,t,f,Accursed urn (r),1,1.3,This will collect impious and accursed ashes when I slay demonic creatures.
20416,20417,-1,-1,-1,f,t,t,f,Accursed urn (nr),180,1.3,This needs an air rune to become active.
20415,-1,-1,-1,-1,f,t,t,f,Accursed urn (unf),1,1.3,I need to fire this in a pottery oven.
20414,-1,-1,-1,-1,f,t,t,f,Impious urn (full),1,1.8,I can now teleport this urn away.
20413,-1,-1,-1,-1,f,t,t,f,Impious urn,1,1.3,This will collect impious ashes when I slay demonic creatures.
20412,-1,-1,-1,-1,f,t,t,f,Impious urn (r),1,1.3,This will collect impious ashes when I slay demonic creatures.
20410,20411,-1,-1,-1,f,t,t,f,Impious urn (nr),40,1.3,This needs an air rune to become active.
20409,-1,-1,-1,-1,f,t,t,f,Impious urn (unf),1,1.3,I need to fire this in a pottery oven.
20408,-1,-1,-1,-1,f,t,t,t,Decorated mining urn (full),1,1.8,I can now teleport this urn away.
20407,-1,-1,-1,-1,f,t,t,t,Decorated mining urn,1,1.3,This will collect ore slivers when I mine ore at or below Mining level 85.
20406,-1,-1,-1,-1,f,t,t,t,Decorated mining urn (r),1,1.3,This will collect ore slivers when I mine ore at or below Mining level 85.
20404,20405,-1,-1,-1,f,t,t,t,Decorated mining urn (nr),320,1.3,This needs an earth rune to become active.
20403,-1,-1,-1,-1,f,t,t,t,Decorated mining urn (unf),1,1.3,I need to fire this in a pottery oven.
20402,-1,-1,-1,-1,f,t,t,t,Strong mining urn (full),1,1.8,I can now teleport this urn away.
20401,-1,-1,-1,-1,f,t,t,t,Strong mining urn,1,1.3,This will collect ore slivers when I mine ore at or below Mining level 55.
20400,-1,-1,-1,-1,f,t,t,t,Strong mining urn (r),1,1.3,This will collect ore slivers when I mine ore at or below Mining level 55.
25197,-1,-1,-1,-1,f,t,t,t,Blacksmith's apron,7777,1,NULL
20398,20399,-1,-1,-1,f,t,t,t,Strong mining urn (nr),270,1.3,This needs an earth rune to become active.
20397,-1,-1,-1,-1,f,t,t,t,Strong mining urn (unf),1,1.3,I need to fire this in a pottery oven.
20396,-1,-1,-1,-1,f,t,t,f,Mining urn (full),1,1.8,I can now teleport this urn away.
20395,-1,-1,-1,-1,f,t,t,f,Mining urn,1,1.8,This will collect ore slivers when I mine ore at or below Mining level 40.
20394,-1,-1,-1,-1,f,t,t,f,Mining urn (r),1,1.3,This will collect ore slivers when I mine ore at or below Mining level 40.
20392,20393,-1,-1,-1,f,t,t,f,Mining urn (nr),200,1.3,This needs an earth rune to become active.
20391,-1,-1,-1,-1,f,t,t,f,Mining urn (unf),1,1.3,I need to fire this in a pottery oven.
20390,-1,-1,-1,-1,f,t,t,f,Fragile mining urn (full),1,1.8,I can now teleport this urn away.
20389,-1,-1,-1,-1,f,t,t,f,Fragile mining urn,1,1.3,This will collect ore slivers when I mine ore at or below Mining level 20.
20388,-1,-1,-1,-1,f,t,t,f,Fragile mining urn (r),1,1.3,This will collect ore slivers when I mine ore at or below Mining level 20.
20386,20387,-1,-1,-1,f,t,t,f,Fragile mining urn (nr),160,1.3,This needs an earth rune to become active.
11948,-1,-1,-1,-1,f,t,t,f,null,1,0,NULL
20385,-1,-1,-1,-1,f,t,t,f,Fragile mining urn (unf),1,1.3,I need to fire this in a pottery oven.
20384,-1,-1,-1,-1,f,t,t,f,Cracked mining urn (full),1,1.8,I can now teleport this urn away.
20383,-1,-1,-1,-1,f,t,t,f,Cracked mining urn,1,1.3,This will collect ore slivers when I mine ore at Mining level 1.
20382,-1,-1,-1,-1,f,t,t,f,Cracked mining urn (r),1,1.3,This will collect ore slivers when I mine ore at Mining level 1.
20380,20381,-1,-1,-1,f,t,t,f,Cracked mining urn (nr),30,1.3,This needs an earth rune to become active.
20379,-1,-1,-1,-1,f,t,t,f,Cracked mining urn (unf),1,1.3,I need to fire this in a pottery oven.
20378,-1,-1,-1,-1,f,t,t,t,Decorated cooking urn (full),1,1.8,I can now teleport this urn away.
20377,-1,-1,-1,-1,f,t,t,t,Decorated cooking urn,1,1.3,This is collecting food scraps when I cook food at or below Cooking level 95.
20376,-1,-1,-1,-1,f,t,t,t,Decorated cooking urn (r),1,1.3,This will collect food scraps when I cook food at or below Cooking level 95.
20374,20375,-1,-1,-1,f,t,t,t,Decorated cooking urn (nr),390,1.3,This needs a fire rune to become active.
20373,-1,-1,-1,-1,f,t,t,t,Decorated cooking urn (unf),1,1.3,I need to fire this in a pottery oven.
20372,-1,-1,-1,-1,f,t,t,t,Strong cooking urn (full),1,1.8,I can now teleport this urn away.
20371,-1,-1,-1,-1,f,t,t,t,Strong cooking urn,1,1.3,This will collect food scraps when I cook food at or below Cooking level 55.
20370,-1,-1,-1,-1,f,t,t,t,Strong cooking urn (r),1,1.3,This will collect food scraps when I cook food at or below Cooking level 55.
20368,20369,-1,-1,-1,f,t,t,t,Strong cooking urn (nr),290,1.3,This needs a fire rune to become active.
20367,-1,-1,-1,-1,f,t,t,t,Strong cooking urn (unf),1,1.3,I need to fire this in a pottery oven.
20366,-1,-1,-1,-1,f,t,t,f,Cooking urn (full),1,1.8,I can now teleport this urn away.
20365,-1,-1,-1,-1,f,t,t,f,Cooking urn,1,1.3,This will collect food scraps when I cook food at or below Cooking level 40.
20364,-1,-1,-1,-1,f,t,t,f,Cooking urn (r),1,1.3,This will collect food scraps when I cook food at or below Cooking level 40.
20362,20363,-1,-1,-1,f,t,t,f,Cooking urn (nr),220,1.3,This needs a fire rune to become active.
20361,-1,-1,-1,-1,f,t,t,f,Cooking urn (unf),1,1.3,I need to fire this in a pottery oven.
20360,-1,-1,-1,-1,f,t,t,f,Fragile cooking urn (full),1,1.8,I can now teleport this urn away.
20359,-1,-1,-1,-1,f,t,t,f,Fragile cooking urn,1,1.3,This will collect food scraps when I cook food at or below Cooking level 25.
20358,-1,-1,-1,-1,f,t,t,f,Fragile cooking urn (r),1,1.3,This will collect food scraps when I cook food at or below Cooking level 25.
20356,20357,-1,-1,-1,f,t,t,f,Fragile cooking urn (nr),100,1.3,This needs a fire rune to become active.
20355,-1,-1,-1,-1,f,t,t,f,Fragile cooking urn (unf),1,1.3,I need to fire this in a pottery oven.
20354,-1,-1,-1,-1,f,t,t,f,Cracked cooking urn (full),1,1.8,I can now teleport this urn away.
20353,-1,-1,-1,-1,f,t,t,f,Cracked cooking urn,1,1.3,This will collect food scraps when I cook food at or below Cooking level 10.
20352,-1,-1,-1,-1,f,t,t,f,Cracked cooking urn (r),1,1.3,This will collect food scraps when I cook food at or below Cooking level 10.
20350,20351,-1,-1,-1,f,t,t,f,Cracked cooking urn (nr),40,1.3,This needs a fire rune to become active.
20349,-1,-1,-1,-1,f,t,t,f,Cracked cooking urn (unf),1,1.3,I need to fire this in a pottery oven.
20348,-1,-1,-1,-1,f,t,t,t,Decorated fishing urn (full),1,1.8,I can now teleport this urn away.
20347,-1,-1,-1,-1,f,t,t,t,Decorated fishing urn,1,1.3,This is collecting guppies when I catch fish at or below Fishing level 96.
20346,-1,-1,-1,-1,f,t,t,t,Decorated fishing urn (r),1,1.3,This will collect guppies when I catch fish at or below Fishing level 96.
20344,20345,-1,-1,-1,f,t,t,t,Decorated fishing urn (nr),410,1.3,This needs a water rune to become active.
20343,-1,-1,-1,-1,f,t,t,t,Decorated fishing urn (unf),1,1.3,I need to fire this in a pottery oven.
20342,-1,-1,-1,-1,f,t,t,t,Strong fishing urn (full),1,1.8,I can now teleport this urn away.
20341,-1,-1,-1,-1,f,t,t,t,Strong fishing urn,1,1,This is collecting guppies when I catch fish at or below Fishing level 70.
20340,-1,-1,-1,-1,f,t,t,t,Strong fishing urn (r),1,1.3,This will collect guppies when I catch fish at or below Fishing level 70.
20338,20339,-1,-1,-1,f,t,t,t,Strong fishing urn (nr),300,1.3,This needs a water rune to become active.
20337,-1,-1,-1,-1,f,t,t,t,Strong fishing urn (unf),1,1.3,I need to fire this in a pottery oven.
20336,-1,-1,-1,-1,f,t,t,f,Fishing urn (full),1,1.8,I can now teleport this urn away.
20335,-1,-1,-1,-1,f,t,t,f,Fishing urn,1,1.2,This is collecting guppies when I catch fish at or below Fishing level 50.
20334,-1,-1,-1,-1,f,t,t,f,Fishing urn (r),1,1.3,This will collect guppies when I catch fish at or below Fishing level 50.
20332,20333,-1,-1,-1,f,t,t,f,Fishing urn (nr),240,1.3,This needs a water rune to become active.
20331,-1,-1,-1,-1,f,t,t,f,Fishing urn (unf),1,1.3,I need to fire this in a pottery oven.
20330,-1,-1,-1,-1,f,t,t,f,Fragile fishing urn (full),1,1.8,I can now teleport this urn away.
20329,-1,-1,-1,-1,f,t,t,f,Fragile fishing urn,1,1,This is collecting guppies when I catch fish at or below Fishing level 30.
20328,-1,-1,-1,-1,f,t,t,f,Fragile fishing urn (r),1,1.3,This will collect guppies when I catch fish at or below Fishing level 30.
20326,20327,-1,-1,-1,f,t,t,f,Fragile fishing urn (nr),120,1.3,This needs a water rune to become active.
20325,-1,-1,-1,-1,f,t,t,f,Fragile fishing urn (unf),1,1.3,I need to fire this in a pottery oven.
20324,-1,-1,-1,-1,f,t,t,f,Cracked fishing urn (full),1,1.8,I can now teleport this urn away.
20322,-1,-1,-1,-1,f,t,t,f,Cracked fishing urn (r),1,1.3,This will collect guppies when I catch fish at or below Fishing level 10.
20320,20321,-1,-1,-1,f,t,t,f,Cracked fishing urn (nr),40,1.3,This needs a water rune to become active.
20319,-1,-1,-1,-1,f,t,t,f,Cracked fishing urn (unf),1,1.3,I need to fire this in a pottery oven.
20318,-1,-1,-1,-1,f,t,t,t,Strong woodcutting urn (full),1,1.8,I can now teleport this urn away.
20317,-1,-1,-1,-1,f,t,t,t,Strong woodcutting urn,1,1.3,This is collecting woodchips when I chop wood at or below Woodcutting level 75.
20316,-1,-1,-1,-1,f,t,t,t,Strong woodcutting urn (r),1,1.3,This will collect woodchips when I chop wood at or below Woodcutting level 75.
20314,20315,-1,-1,-1,f,t,t,t,Strong woodcutting urn (nr),340,1.3,This needs an earth rune to become active.
20313,-1,-1,-1,-1,f,t,t,t,Strong woodcutting urn (unf),1,1.3,I need to fire this in a pottery oven.
20312,-1,-1,-1,-1,f,t,t,f,Woodcutting urn (full),1,1.8,I can now teleport this urn away.
20311,-1,-1,-1,-1,f,t,t,f,Woodcutting urn,1,1.3,This is collecting woodchips when I chop wood at or below Woodcutting level 58.
20310,-1,-1,-1,-1,f,t,t,f,Woodcutting urn (r),1,1.3,This will collect woodchips when I chop wood at or below Woodcutting level 58.
20308,20309,-1,-1,-1,f,t,t,f,Woodcutting urn (nr),250,1.3,This needs an earth rune to become active.
20307,-1,-1,-1,-1,f,t,t,f,Woodcutting urn (unf),1,1.3,I need to fire this in a pottery oven.
20306,-1,-1,-1,-1,f,t,t,f,Fragile woodcutting urn (full),1,1.8,I can now teleport this urn away.
20305,-1,-1,-1,-1,f,t,t,f,Fragile woodcutting urn,1,1.3,This is collecting woodchips when I chop wood at or below Woodcutting level 35.
20304,-1,-1,-1,-1,f,t,t,f,Fragile woodcutting urn (r),1,1.3,This will collect woodchips when I chop wood at or below Woodcutting level 35.
20302,20303,-1,-1,-1,f,t,t,f,Fragile woodcutting urn (nr),120,1.3,This needs an earth rune to become active.
20301,-1,-1,-1,-1,f,t,t,f,Fragile woodcutting urn (unf),1,1.3,I need to fire this in a pottery oven.
20300,-1,-1,-1,-1,f,t,t,f,Cracked woodcutting urn (full),1,1.8,I can now teleport this urn away.
20298,-1,-1,-1,-1,f,t,t,f,Cracked woodcutting urn (r),1,1.3,This will collect woodchips when I chop wood at or below Woodcutting level 10.
20296,20297,-1,-1,-1,f,t,t,f,Cracked woodcutting urn (nr),50,1.3,This needs an earth rune to become active.
20295,-1,-1,-1,-1,f,t,t,f,Cracked woodcutting urn (unf),1,1.3,I need to fire this in a pottery oven.
20294,-1,-1,-1,-1,f,t,t,t,Strong smelting urn (full),1,1.8,I can now teleport this urn away.
20293,-1,-1,-1,-1,f,t,t,t,Strong smelting urn,1,1,This will collect metal scraps when I smelt bars at or below Smith level 85.
20292,-1,-1,-1,-1,f,t,t,t,Strong smelting urn (r),1,1.3,This will collect metal scraps when I smelt bars at or below Smithing level 85.
20290,20291,-1,-1,-1,f,t,t,t,Strong smelting urn (nr),280,1.3,This needs a fire rune to become active.
20289,-1,-1,-1,-1,f,t,t,t,Strong smelting urn (unf),1,1.3,I need to fire this in a pottery oven.
20288,-1,-1,-1,-1,f,t,t,f,Smelting urn (full),1,1.8,I can now teleport this urn away.
20287,-1,-1,-1,-1,f,t,t,f,Smelting urn,1,1.3,This will collect metal scraps when I smelt bars at or below Smith level 50.
20286,-1,-1,-1,-1,f,t,t,f,Smelting urn (r),1,1.3,This will collect metal scraps when I smelt bars at or below Smithing level 50.
20284,20285,-1,-1,-1,f,t,t,f,Smelting urn (nr),210,1.3,This needs a fire rune to become active.
20283,-1,-1,-1,-1,f,t,t,f,Smelting urn (unf),1,1.3,I need to fire this in a pottery oven.
20282,-1,-1,-1,-1,f,t,t,f,Fragile smelting urn (full),1,1.8,I can now teleport this urn away.
20281,-1,-1,-1,-1,f,t,t,f,Fragile smelting urn,1,1.3,This will collect metal scraps when I smelt bars at or below Smithing level 20.
20280,-1,-1,-1,-1,f,t,t,f,Fragile smelting urn (r),1,1.3,This will collect metal scraps when I smelt bars at or below Smithing level 20.
20278,20279,-1,-1,-1,f,t,t,f,Fragile smelting urn (nr),160,1.3,This needs a fire rune to become active.
20277,-1,-1,-1,-1,f,t,t,f,Fragile smelting urn (unf),1,1.3,I need to fire this in a pottery oven.
20276,-1,-1,-1,-1,f,t,t,f,Cracked smelting urn (full),1,1.8,I can now teleport this urn away.
20275,-1,-1,-1,-1,f,t,t,f,Cracked smelting urn,1,1.3,This will collect metal scraps when I smelt bars at Smithing level 1.
20274,-1,-1,-1,-1,f,t,t,f,Cracked smelting urn (r),1,1.3,This will collect metal scraps when I smelt bars at Smithing level 1.
20272,20273,-1,-1,-1,f,t,t,f,Cracked smelting urn (nr),50,1.3,This needs a fire rune to become active.
20271,-1,-1,-1,-1,f,t,t,f,Cracked smelting urn (unf),1,1.3,I need to fire this in a pottery oven.
20182,20207,-1,-1,-1,f,t,t,f,Celebration cake,250,0.3,It\'s time to celebrate! (lit)<br /> Light the candles. (unlit)<br /> or Put some celebration candles on it. (no candles)
20181,20206,-1,-1,-1,f,t,t,f,Celebration cake,250,0.3,It\'s time to celebrate! (lit)<br /> Light the candles. (unlit)<br /> or Put some celebration candles on it. (no candles)
20091,-1,-1,-1,-1,f,t,t,t,Big rock,1,32,A big rock.
20179,20205,-1,-1,-1,f,t,t,f,Celebration cake,150,0.3,It\'s time to celebrate! (lit)<br /> Light the candles. (unlit)<br /> or Put some celebration candles on it. (no candles)
20178,-1,-1,-1,-1,f,t,t,t,Hati paws,1,0.4,Powerful gloves made from the paws of a legendary wolf.
20177,-1,-1,-1,-1,f,t,t,t,Hati head,1,1.8,A hat made from the head of a legendary wolf.
20176,-1,-1,-1,-1,f,t,t,t,Miner's diary,1,0.5,An extract from the diary of an old dwarven miner.
20174,-1,-1,-1,-1,f,t,t,t,Zaryte bow (broken),890000,1.6,A powerful bow imbued with the fury of Zaros.
20173,-1,-1,-1,-1,f,t,t,t,Zaryte bow,900000,1.6,A powerful bow imbued with the fury of Zaros.
20171,20172,-1,-1,-1,f,t,t,t,Zaryte bow,900000,1.6,A powerful bow imbued with the fury of Zaros.
20166,-1,-1,-1,-1,f,t,t,t,Virtus robe top (broken),490000,9,An ancient mage\'s robe top.
20165,-1,-1,-1,-1,f,t,t,t,Virtus robe top,500000,9,An ancient mage\'s robe top.
20163,20164,-1,-1,-1,f,t,t,t,Virtus robe top,500000,9,An ancient mage\'s robe top.
20162,-1,-1,-1,-1,f,t,t,t,Virtus mask (broken),390000,2,An ancient mage\'s mask.
20161,-1,-1,-1,-1,f,t,t,t,Virtus mask,400000,2,An ancient mage\'s mask.
20159,20160,-1,-1,-1,f,t,t,t,Virtus mask,400000,2,An ancient mage\'s mask.
20158,-1,-1,-1,-1,f,t,t,t,Pernix chaps (broken),390000,9,An ancient ranger\'s chaps.
20157,-1,-1,-1,-1,f,t,t,t,Pernix chaps,400000,9,An ancient ranger\'s chaps.
20155,20156,-1,-1,-1,f,t,t,t,Pernix chaps,400000,9,An ancient ranger\'s chaps.
20154,-1,-1,-1,-1,f,t,t,t,Pernix body (broken),490000,9,An ancient ranger\'s body armour.
20153,-1,-1,-1,-1,f,t,t,t,Pernix body,500000,9,An ancient ranger\'s body armour.
20151,20152,-1,-1,-1,f,t,t,t,Pernix body,500000,9,An ancient ranger\'s body armour.
20150,-1,-1,-1,-1,f,t,t,t,Pernix cowl (broken),390000,2.7,An ancient ranger\'s cowl.
20149,-1,-1,-1,-1,f,t,t,t,Pernix cowl,400000,2.7,An ancient ranger\'s cowl.
20147,20148,-1,-1,-1,f,t,t,t,Pernix cowl,400000,2.7,An ancient ranger\'s cowl.
20146,-1,-1,-1,-1,f,t,t,t,Torva platelegs (broken),390000,9,An ancient warrior\'s platelegs.
20145,-1,-1,-1,-1,f,t,t,t,Torva platelegs,400000,9,An ancient warrior\'s platelegs.
20143,20144,-1,-1,-1,f,t,t,t,Torva platelegs,400000,9,An ancient warrior\'s platelegs.
20142,-1,-1,-1,-1,f,t,t,t,Torva platebody (broken),490000,9,An Ancient warrior\'s Platebody.
20141,-1,-1,-1,-1,f,t,t,t,Torva platebody,500000,9,An Ancient warrior\'s Platebody.
20139,20140,-1,-1,-1,f,t,t,t,Torva platebody,500000,9,An Ancient warrior\'s Platebody.
20138,-1,-1,-1,-1,f,t,t,t,Torva full helm (broken),390000,2,An ancient warrior\'s full helm.
20137,-1,-1,-1,-1,f,t,t,t,Torva full helm,400000,2,An ancient warrior\'s full helm.
20135,20136,-1,-1,-1,f,t,t,t,Torva full helm,400000,2,An ancient warrior\'s full helm.
20133,20134,-1,-1,-1,f,t,t,t,Ancient ceremonial boots,10000,0.4,Ceremonial boots dedicated to an ancient god.
20131,20132,-1,-1,-1,f,t,t,t,Ancient ceremonial gloves,10000,0.4,Ceremonial gloves dedicated to an ancient god.
20129,20130,-1,-1,-1,f,t,t,t,Ancient ceremonial legs,80000,1.8,The bottom half of ceremonial robes dedicated to an ancient god.
20127,20128,-1,-1,-1,f,t,t,t,Ancient ceremonial top,120000,2.7,The top half of ceremonial robes dedicated to an ancient god.
20125,20126,-1,-1,-1,f,t,t,t,Ancient ceremonial mask,15000,0.4,A ceremonial mask dedicated to an ancient god.
20119,-1,-1,-1,-1,f,t,t,t,Ancient ceremonial boots,10000,0.4,Ceremonial boots dedicated to an ancient god.
20118,-1,-1,-1,-1,f,t,t,t,Ancient ceremonial gloves,10000,0.4,Ceremonial gloves dedicated to an ancient god.
20117,-1,-1,-1,-1,f,t,t,t,Ancient ceremonial legs,80000,1.8,The bottom half of ceremonial robes dedicated to an ancient god.
20116,-1,-1,-1,-1,f,t,t,t,Ancient ceremonial top,120000,2.7,The top half of ceremonial robes dedicated to an ancient god.
20115,-1,-1,-1,-1,f,t,t,f,Ancient ceremonial hood,15000,0.4,A ceremonial mask dedicated to an ancient god.
20113,-1,-1,-1,-1,f,t,t,f,10th anniversary cake,1,0.3,<b>With lit candles:</b> Celebrating 10 years of Runescape.<br /><b>With unlit candles:</b> Light the candle.<br /><b>Without candles:</b> Put some 10th Anniversary candles on it.
20112,-1,-1,-1,-1,f,t,t,f,10th anniversary cake,1,0.3,<b>With lit candles:</b> Celebrating 10 years of Runescape.<br /><b>With unlit candles:</b> Light the candle.<br /><b>Without candles:</b> Put some 10th Anniversary candles on it.
20111,-1,-1,-1,-1,f,t,t,f,10th anniversary cake,1,0.3,<b>With lit candles:</b> Celebrating 10 years of Runescape.<br /><b>With unlit candles:</b> Light the candle.<br /><b>Without candles:</b> Put some 10th Anniversary candles on it.
20084,-1,-1,-1,-1,f,t,t,f,Golden hammer,1,0.9,Celebrating the Golden Joystick awards for Jagex.
20083,-1,-1,-1,-1,f,t,t,f,Golden cracker,1,0.2,A cracker to commemorate the winning of the Golden Joystick.
20077,-1,-1,-1,-1,f,t,t,f,Salty claws hat,1,0.1,A crab in a hat.
119722,-1,-1,-1,-1,f,f,f,t,Dragon defender,1,0.4,A defensive weapon.
20070,20071,-1,-1,-1,f,t,t,f,Cyclopean helmet,3000,3.1,Eye see you.
20068,-1,-1,-1,-1,f,t,t,t,Ava's alerter,1000,4.5,"A superior bagged chicken with a magnet in its claw, ready to serve and detect."
20063,-1,-1,-1,-1,f,t,t,t,Bundle of carpets,2,5,This bundle of magic carpets is an entrepreneur\'s dream.
20062,-1,-1,-1,-1,f,t,t,t,Economy building for dummies,2,0.4,A small book that teaches strong economy building.
