id_npc,id_item,chance,amount_minimum,amount_maximum,rare
1092,830,47,5,5,f
1092,1621,9,1,1,f
1092,1619,6,1,1,f
1092,1617,4,1,1,f
1092,199,67,1,1,f
1092,201,68,1,1,f
1092,203,72,1,1,f
1092,205,61,1,1,f
1092,207,74,1,1,f
1092,209,43,1,1,f
1092,211,44,1,1,f
1092,213,35,1,1,f
1092,215,46,1,1,f
1092,217,49,1,1,f
1092,5318,84,4,4,f
1092,5322,90,3,3,f
1092,5324,87,4,4,f
1092,5319,99,4,4,f
1092,5320,68,3,3,f
1092,5321,73,2,2,f
1092,5323,30,2,2,f
1092,618,85,1,2,f
1092,1933,29,1,1,f
1092,2335,55,1,1,f
1092,440,72,1,1,f
1092,1462,5,1,1,f
3348,526,100,1,1,f
3348,555,77,1,20,f
3348,559,91,1,9,f
3348,558,95,5,12,f
3348,562,61,2,12,f
3348,561,63,4,12,f
3348,563,41,2,12,f
3348,565,29,2,12,f
3348,1293,75,1,1,f
3348,888,77,5,9,f
3348,890,66,2,7,f
3348,1141,95,1,1,f
3348,830,47,5,5,f
3348,1623,43,1,1,f
3348,1621,9,1,1,f
3348,1619,6,1,1,f
3348,1617,4,1,1,f
3348,199,67,1,1,f
3348,201,68,1,1,f
3348,203,72,1,1,f
3348,205,61,1,1,f
3348,209,43,1,1,f
3348,211,44,1,1,f
3348,213,35,1,1,f
3348,215,46,1,1,f
3348,2485,46,1,1,f
3348,217,49,1,1,f
3348,5318,84,4,4,f
3348,5322,90,3,3,f
3348,5324,87,4,4,f
3348,5319,99,4,4,f
3348,5320,68,3,3,f
3348,5321,73,2,2,f
3348,618,85,1,2,f
3348,1933,29,1,1,f
3348,2335,55,1,1,f
3348,440,72,1,1,f
3348,2351,85,1,1,f
3348,1462,5,1,1,f
3349,526,100,1,1,f
3349,555,77,1,20,f
3349,559,91,1,9,f
3349,558,95,5,12,f
3349,561,63,4,12,f
3349,563,41,2,12,f
3349,565,29,2,12,f
3349,1293,75,1,1,f
3349,1281,84,1,1,f
3349,888,77,5,9,f
3349,890,66,2,7,f
3349,1141,95,1,1,f
3349,830,47,5,5,f
3349,1623,43,1,1,f
3349,1621,9,1,1,f
3349,1619,6,1,1,f
3349,199,67,1,1,f
6297,1939,56,1,1,f
6297,7939,74,1,1,f
6297,1623,70,1,1,f
6297,1621,71,1,1,f
6297,1619,62,1,1,f
6297,1617,34,1,1,f
6297,618,84,1,33,f
6297,526,50,1,1,f
6297,187,89,1,1,f
6297,1966,71,1,2,f
20,526,100,1,1,f
61,558,98,1,1,f
61,554,67,1,4,f
3349,5318,84,4,4,f
20,217,44,1,1,f
20,2485,4,1,1,f
20,215,68,1,1,f
20,213,8,1,1,f
20,211,1,1,1,f
20,209,36,1,1,f
20,207,49,1,1,f
20,205,61,1,1,f
20,203,58,1,1,f
20,201,83,1,1,f
20,1281,81,1,1,f
20,1295,69,1,1,f
20,1157,72,1,1,f
20,555,85,30,30,f
20,565,54,1,1,f
20,830,35,5,5,f
20,2359,69,1,1,f
20,2353,57,1,1,f
20,2351,95,1,1,f
20,1462,48,1,1,f
20,1458,63,1,1,f
20,1623,56,1,1,f
20,1621,60,1,1,f
20,1619,62,1,1,f
20,1617,36,1,1,f
20,618,84,2,120,f
365,526,100,1,1,f
365,217,44,1,1,f
365,2485,4,1,1,f
365,215,68,1,1,f
365,213,8,1,1,f
365,211,1,1,1,f
365,207,49,1,1,f
365,205,61,1,1,f
365,203,58,1,1,f
365,201,83,1,1,f
365,199,87,1,1,f
365,1281,81,1,1,f
365,1295,69,1,1,f
365,1157,72,1,1,f
365,555,85,30,30,f
365,565,54,1,1,f
365,830,35,5,5,f
365,2359,69,1,1,f
365,2351,95,1,1,f
365,1462,48,1,1,f
365,1458,63,1,1,f
365,1623,56,1,1,f
365,1621,60,1,1,f
365,1619,62,1,1,f
365,1617,36,1,1,f
365,618,84,2,120,f
2256,526,100,1,1,f
2256,2485,4,1,1,f
2256,215,68,1,1,f
2256,213,8,1,1,f
2256,211,1,1,1,f
2256,209,36,1,1,f
2256,207,49,1,1,f
2256,205,61,1,1,f
2256,203,58,1,1,f
2256,201,83,1,1,f
2256,199,87,1,1,f
2256,1281,81,1,1,f
2256,1295,69,1,1,f
2256,555,85,30,30,f
2256,565,54,1,1,f
2256,830,35,5,5,f
2256,2359,69,1,1,f
2256,2353,57,1,1,f
2256,2351,95,1,1,f
2256,1462,48,1,1,f
2256,1458,63,1,1,f
2256,1623,56,1,1,f
2256,1619,62,1,1,f
2256,1617,36,1,1,f
2256,618,84,2,120,f
3349,5322,90,3,3,f
3349,5324,87,4,4,f
3349,5319,99,4,4,f
3349,5320,68,3,3,f
3349,5321,73,2,2,f
3349,5323,30,2,2,f
3349,618,85,1,2,f
3349,1933,29,1,1,f
3349,440,72,1,1,f
3349,2351,85,1,1,f
3349,1462,5,1,1,f
3350,526,100,1,1,f
3350,555,77,1,20,f
3350,559,91,1,9,f
3350,558,95,5,12,f
3350,562,61,2,12,f
3350,561,63,4,12,f
3350,563,41,2,12,f
3350,1293,75,1,1,f
3350,1281,84,1,1,f
3350,888,77,5,9,f
3350,890,66,2,7,f
3350,1141,95,1,1,f
3350,830,47,5,5,f
3350,1623,43,1,1,f
3350,1621,9,1,1,f
3350,1619,6,1,1,f
3350,1617,4,1,1,f
3350,199,67,1,1,f
3350,201,68,1,1,f
3350,205,61,1,1,f
3350,207,74,1,1,f
3350,209,43,1,1,f
3350,211,44,1,1,f
3350,213,35,1,1,f
3350,215,46,1,1,f
3350,2485,46,1,1,f
3350,217,49,1,1,f
3350,5318,84,4,4,f
3350,5322,90,3,3,f
3350,5324,87,4,4,f
3350,5319,99,4,4,f
3350,5321,73,2,2,f
368,1203,80,1,1,f
368,1339,50,1,1,f
368,1279,26,1,1,f
368,882,63,1,5,f
368,884,91,1,2,f
21,526,100,1,1,f
23,526,100,1,1,f
26,526,100,1,1,f
6296,1275,62,1,1,f
6296,7939,74,1,1,f
6297,532,100,1,1,f
6297,1121,61,1,1,f
6297,1462,59,1,1,f
6347,557,78,9,9,f
2263,592,100,1,1,f
2263,1438,67,1,1,f
2263,1444,65,1,1,f
2263,1440,61,1,1,f
2263,1442,60,1,1,f
1004,2307,98,1,1,f
1004,558,98,1,1,f
1004,554,67,1,4,f
1004,557,59,1,4,f
1004,877,58,1,4,f
1004,1965,69,1,1,f
1004,839,25,1,1,f
1221,1440,82,1,1,f
1221,2307,98,1,1,f
1221,558,98,1,1,f
1221,554,67,1,4,f
1221,557,59,1,4,f
1221,877,58,1,4,f
1221,1965,69,1,1,f
1221,839,25,1,1,f
1473,618,89,1,2,f
1473,1440,82,1,1,f
1473,2307,98,1,1,f
1473,558,98,1,1,f
1473,557,59,1,4,f
1473,877,58,1,4,f
1473,1965,69,1,1,f
1473,839,25,1,1,f
1474,618,89,1,2,f
1474,1440,82,1,1,f
1474,2307,98,1,1,f
1474,558,98,1,1,f
1474,554,67,1,4,f
1474,557,59,1,4,f
1474,877,58,1,4,f
1474,1965,69,1,1,f
4401,618,89,1,2,f
4401,1440,82,1,1,f
4401,2307,98,1,1,f
4401,558,98,1,1,f
4401,554,67,1,4,f
4401,557,59,1,4,f
4401,877,58,1,4,f
4401,1965,69,1,1,f
4401,839,25,1,1,f
7207,618,89,1,2,f
7207,1440,82,1,1,f
7207,2307,98,1,1,f
7207,554,67,1,4,f
7207,557,59,1,4,f
7207,877,58,1,4,f
7207,1965,69,1,1,f
7207,839,25,1,1,f
8212,618,89,1,2,f
8212,1440,82,1,1,f
8212,2307,98,1,1,f
8212,558,98,1,1,f
8212,554,67,1,4,f
8212,557,59,1,4,f
8212,877,58,1,4,f
8212,839,25,1,1,f
299,1339,50,1,1,f
61,877,58,1,4,f
299,1947,41,1,1,f
346,1339,50,1,1,f
368,5320,61,3,3,f
368,9140,93,2,2,f
678,2347,57,1,1,f
678,2353,30,1,1,f
812,561,39,1,1,f
812,618,77,1,667,f
887,5321,2,2,2,f
887,884,91,1,2,f
1076,1458,26,1,1,f
9,1458,26,1,1,f
296,1115,35,1,1,f
8011,207,57,1,1,f
297,1947,41,1,1,f
298,5323,40,1,3,f
299,5318,80,1,4,f
299,1446,84,1,1,f
299,1203,80,1,1,f
61,1965,69,1,1,f
299,1279,26,1,1,f
299,882,63,1,5,f
299,884,91,1,2,f
299,9140,93,2,2,f
299,886,70,1,11,f
299,199,66,1,1,f
61,839,25,1,1,f
299,618,77,1,667,f
299,2347,57,1,1,f
344,554,87,2,2,f
344,199,66,1,1,f
345,5320,61,3,3,f
345,1279,26,1,1,f
346,526,100,1,1,f
346,562,34,1,1,f
297,565,53,1,4,f
346,1203,80,1,1,f
1004,618,89,1,2,f
346,1279,26,1,1,f
346,882,63,1,5,f
346,9140,93,2,2,f
346,886,70,1,11,f
346,199,66,1,1,f
346,1947,41,1,1,f
346,618,77,1,667,f
346,440,40,1,1,f
346,1987,75,3,3,f
346,2347,57,1,1,f
346,1115,35,1,1,f
346,2353,30,1,1,f
346,1458,26,1,1,f
368,526,100,1,1,f
368,5324,88,4,4,f
368,5322,80,3,4,f
1004,1440,82,1,1,f
368,5323,40,1,3,f
368,5321,2,2,2,f
368,556,63,6,6,f
368,557,98,3,6,f
368,554,87,2,2,f
368,565,53,1,4,f
368,561,39,1,1,f
368,562,34,1,1,f
368,1446,84,1,1,f
368,5318,80,1,4,f
2263,1454,55,1,1,f
2263,1452,72,1,1,f
2263,1462,51,1,1,f
2263,1458,25,1,1,f
2263,5516,5,1,1,f
2263,5521,61,1,1,f
2263,7937,63,1,25,f
2264,592,100,1,1,f
2264,1438,74,1,1,f
2264,1448,57,1,1,f
2264,1444,61,1,1,f
2264,1440,72,1,1,f
2264,1442,57,1,1,f
2264,1446,55,1,1,f
2264,1454,60,1,1,f
2264,1452,74,1,1,f
2264,1462,28,1,1,f
2264,1458,54,1,1,f
2264,5516,8,1,1,f
2264,5521,69,1,1,f
2264,7936,70,1,1,f
2264,7937,69,1,25,f
2265,592,100,1,1,f
2265,1438,70,1,1,f
2265,1444,63,1,1,f
2265,1440,72,1,1,f
2265,1442,69,1,1,f
2265,1448,63,1,1,f
2265,1454,74,1,1,f
2265,1452,60,1,1,f
2265,1446,70,1,1,f
2265,1462,44,1,1,f
2967,5321,2,2,2,f
2967,556,63,6,6,f
2967,557,98,3,6,f
2967,565,53,1,4,f
2967,1947,41,1,1,f
2968,5323,40,1,3,f
2972,5324,88,4,4,f
2972,5322,80,3,4,f
2972,5323,40,1,3,f
1142,884,91,1,2,f
1142,9140,93,2,2,f
1142,886,70,1,11,f
1142,199,66,1,1,f
1142,1947,41,1,1,f
1142,618,77,1,667,f
1142,440,40,1,1,f
1142,1987,75,3,3,f
1142,2347,57,1,1,f
1142,1115,35,1,1,f
1142,2353,30,1,1,f
1143,5318,80,1,4,f
1143,1987,75,3,3,f
1144,886,70,1,11,f
1145,5322,80,3,4,f
1145,1339,50,1,1,f
1145,2353,30,1,1,f
1146,561,39,1,1,f
1146,618,77,1,667,f
1147,5321,2,2,2,f
1147,884,91,1,2,f
1147,886,70,1,11,f
1147,199,66,1,1,f
1147,618,77,1,667,f
1147,440,40,1,1,f
1147,1987,75,3,3,f
1147,2347,57,1,1,f
1147,1115,35,1,1,f
1148,526,100,1,1,f
1148,5318,80,1,4,f
1148,5324,88,4,4,f
1148,1203,80,1,1,f
1148,1115,35,1,1,f
1149,565,53,1,4,f
1150,5323,40,1,3,f
1150,882,63,1,5,f
1296,5318,80,1,4,f
1296,1446,84,1,1,f
1296,1987,75,3,3,f
1297,557,98,3,6,f
1297,886,70,1,11,f
1297,1947,41,1,1,f
1297,618,77,1,667,f
1297,1987,75,3,3,f
1297,2347,57,1,1,f
1297,2353,30,1,1,f
1374,526,100,1,1,f
1374,5318,80,1,4,f
1374,5319,94,4,4,f
1374,5324,88,4,4,f
1374,5320,61,3,3,f
1374,1279,26,1,1,f
1805,526,100,1,1,f
1805,562,34,1,1,f
1805,440,40,1,1,f
1806,556,63,6,6,f
1806,9140,93,2,2,f
2699,1203,80,1,1,f
2700,565,53,1,4,f
2700,1947,41,1,1,f
2700,440,40,1,1,f
2700,1987,75,3,3,f
2700,2347,57,1,1,f
2700,1115,35,1,1,f
2700,2353,30,1,1,f
2701,526,100,1,1,f
2701,5318,80,1,4,f
2701,5319,94,4,4,f
2701,5322,80,3,4,f
2701,5320,61,3,3,f
2701,5321,2,2,2,f
2701,884,91,1,2,f
2702,5319,94,4,4,f
2702,2347,57,1,1,f
2703,554,87,2,2,f
2703,199,66,1,1,f
2704,5320,61,3,3,f
2704,1279,26,1,1,f
2705,526,100,1,1,f
2705,440,40,1,1,f
2966,1458,26,1,1,f
2966,2347,57,1,1,f
2966,2353,30,1,1,f
2967,5318,80,1,4,f
2967,5319,94,4,4,f
2967,5324,88,4,4,f
2967,5322,80,3,4,f
2967,5320,61,3,3,f
2969,5318,80,1,4,f
2969,1446,84,1,1,f
2969,1987,75,3,3,f
2970,557,98,3,6,f
2970,886,70,1,11,f
2971,5322,80,3,4,f
2971,1339,50,1,1,f
2971,2353,30,1,1,f
2972,5318,80,1,4,f
2967,5323,40,1,3,f
2972,5319,94,4,4,f
1144,557,98,3,6,f
1147,2353,30,1,1,f
1297,440,40,1,1,f
2699,1115,35,1,1,f
2702,1458,26,1,1,f
2265,1458,43,1,1,f
2265,5516,48,1,1,f
2265,5521,58,1,1,f
2265,7936,71,1,1,f
2265,7937,69,1,25,f
2265,2289,66,1,1,f
6363,1213,78,1,1,f
6363,1301,79,1,1,f
6363,1325,96,1,1,f
6363,1207,91,1,1,f
6363,1333,72,1,1,f
6363,995,99,100,100,f
4301,1339,50,1,1,f
4301,2353,30,1,1,f
4302,561,39,1,1,f
4302,618,77,1,667,f
4303,5321,2,2,2,f
4303,557,98,3,6,f
4303,554,87,2,2,f
4303,565,53,1,4,f
4303,561,39,1,1,f
4303,1446,84,1,1,f
4303,1458,26,1,1,f
4303,1203,80,1,1,f
4303,1339,50,1,1,f
4303,1279,26,1,1,f
4303,882,63,1,5,f
4303,9140,93,2,2,f
4304,5324,88,4,4,f
4304,1203,80,1,1,f
4304,1115,35,1,1,f
4305,565,53,1,4,f
4305,1947,41,1,1,f
4306,882,63,1,5,f
4307,5318,80,1,4,f
4307,1446,84,1,1,f
4307,1987,75,3,3,f
4308,557,98,3,6,f
4308,565,53,1,4,f
4308,561,39,1,1,f
4308,562,34,1,1,f
4308,1446,84,1,1,f
4308,1458,26,1,1,f
4308,1203,80,1,1,f
4308,1339,50,1,1,f
4308,882,63,1,5,f
4308,884,91,1,2,f
4308,9140,93,2,2,f
4308,199,66,1,1,f
4309,5320,61,3,3,f
4309,1279,26,1,1,f
4310,526,100,1,1,f
4310,562,34,1,1,f
4310,440,40,1,1,f
4311,556,63,6,6,f
4311,9140,93,2,2,f
4336,5324,88,4,4,f
4336,1115,35,1,1,f
4993,565,53,1,4,f
4993,562,34,1,1,f
4993,1446,84,1,1,f
4993,1458,26,1,1,f
4993,1203,80,1,1,f
4993,1339,50,1,1,f
4993,1279,26,1,1,f
4993,882,63,1,5,f
4993,884,91,1,2,f
4993,9140,93,2,2,f
4993,886,70,1,11,f
4993,618,77,1,667,f
4994,5321,2,2,2,f
4994,884,91,1,2,f
4995,5319,94,4,4,f
4995,1458,26,1,1,f
4995,2347,57,1,1,f
4996,554,87,2,2,f
4996,199,66,1,1,f
4997,5320,61,3,3,f
4997,1279,26,1,1,f
4998,526,100,1,1,f
4998,562,34,1,1,f
3229,1947,41,1,1,f
3230,5323,40,1,3,f
3230,882,63,1,5,f
3231,5318,80,1,4,f
3231,5324,88,4,4,f
3231,5322,80,3,4,f
3231,5320,61,3,3,f
3231,5323,40,1,3,f
3231,5321,2,2,2,f
3231,556,63,6,6,f
3231,557,98,3,6,f
3231,554,87,2,2,f
3231,561,39,1,1,f
3231,562,34,1,1,f
3231,1458,26,1,1,f
3231,2347,57,1,1,f
3232,554,87,2,2,f
3232,199,66,1,1,f
3233,5320,61,3,3,f
3233,1279,26,1,1,f
3241,526,100,1,1,f
3241,562,34,1,1,f
3241,440,40,1,1,f
3407,556,63,6,6,f
3408,5324,88,4,4,f
3408,5320,61,3,3,f
3408,5323,40,1,3,f
3408,5321,2,2,2,f
3408,556,63,6,6,f
3408,557,98,3,6,f
3408,554,87,2,2,f
3408,565,53,1,4,f
3408,561,39,1,1,f
3408,562,34,1,1,f
3408,1446,84,1,1,f
3408,1458,26,1,1,f
3408,2353,30,1,1,f
3715,561,39,1,1,f
3715,618,77,1,667,f
3941,5321,2,2,2,f
3941,884,91,1,2,f
3942,5319,94,4,4,f
3942,1458,26,1,1,f
3942,2347,57,1,1,f
4257,554,87,2,2,f
4257,199,66,1,1,f
4258,5320,61,3,3,f
4258,5321,2,2,2,f
4258,557,98,3,6,f
4258,554,87,2,2,f
4258,565,53,1,4,f
4258,561,39,1,1,f
4258,562,34,1,1,f
4258,1446,84,1,1,f
4258,1458,26,1,1,f
4258,1203,80,1,1,f
4258,1339,50,1,1,f
4258,882,63,1,5,f
4259,5318,80,1,4,f
4259,1446,84,1,1,f
4260,557,98,3,6,f
4260,886,70,1,11,f
4301,5322,80,3,4,f
6363,526,100,1,1,f
6363,379,80,3,3,f
6364,526,100,1,1,f
6364,1213,78,1,1,f
6364,1301,79,1,1,f
6364,1325,96,1,1,f
6364,1207,91,1,1,f
6364,1333,72,1,1,f
6364,995,99,100,100,f
6364,379,80,3,3,f
6365,526,100,1,1,f
6365,995,91,100,100,f
6365,1777,73,10,10,f
6365,849,64,1,1,f
38,995,83,1,1,f
6503,618,77,1,667,f
5801,1339,50,1,1,f
5801,882,63,1,5,f
5801,884,91,1,2,f
5801,9140,93,2,2,f
8333,526,100,1,1,f
8343,526,100,1,1,f
4681,554,58,37,37,f
8344,526,100,1,1,f
6502,440,40,1,1,f
6502,1987,75,3,3,f
6502,2347,57,1,1,f
6499,199,66,1,1,f
1017,314,100,5,15,f
1017,1944,75,1,1,f
1401,526,100,1,1,f
6502,1115,35,1,1,f
6502,2353,30,1,1,f
6503,554,87,2,2,f
6503,565,53,1,4,f
6503,561,39,1,1,f
6503,1446,84,1,1,f
6503,1458,26,1,1,f
6365,847,52,1,1,f
6365,886,72,1,1,f
6365,888,48,1,1,f
6365,884,89,1,1,f
5801,886,70,1,11,f
6190,9140,93,2,2,f
6190,886,70,1,11,f
6190,199,66,1,1,f
6190,1947,41,1,1,f
6190,618,77,1,667,f
6500,5320,61,3,3,f
6500,1279,26,1,1,f
6501,526,100,1,1,f
6501,562,34,1,1,f
6503,1203,80,1,1,f
6503,1339,50,1,1,f
6365,861,6,1,1,f
39,526,100,1,1,f
6366,526,100,1,1,f
6366,995,91,100,100,f
5801,199,66,1,1,f
5801,1947,41,1,1,f
5920,9140,93,2,2,f
6183,5324,88,4,4,f
6190,440,40,1,1,f
6190,1987,75,3,3,f
6190,2347,57,1,1,f
6190,1115,35,1,1,f
6501,440,40,1,1,f
6502,556,63,6,6,f
1401,2138,100,1,1,f
1401,314,100,5,15,f
41,1944,75,1,1,f
288,526,100,1,1,f
6503,1279,26,1,1,f
6503,5318,80,1,4,f
6503,5319,94,4,4,f
6503,5324,88,4,4,f
6366,1777,73,10,10,f
6366,849,64,1,1,f
4999,886,70,1,11,f
6502,882,63,1,5,f
6502,884,91,1,2,f
6502,9140,93,2,2,f
6502,886,70,1,11,f
6502,199,66,1,1,f
6502,1947,41,1,1,f
41,526,100,1,1,f
4681,1149,7,1,1,f
4681,561,62,15,15,f
4681,555,94,75,75,f
4681,563,57,3,3,f
41,2138,100,1,1,f
6502,618,77,1,667,f
6503,5322,80,3,4,f
6503,5320,61,3,3,f
6503,5323,40,1,3,f
288,2138,100,1,1,f
288,314,100,5,15,f
288,1944,75,1,1,f
951,526,100,1,1,f
6503,5321,2,2,2,f
6503,882,63,1,5,f
6503,884,91,1,2,f
6503,9140,93,2,2,f
5491,5323,40,1,3,f
6503,556,63,6,6,f
6503,557,98,3,6,f
6503,886,70,1,11,f
6366,847,52,1,1,f
275,526,100,1,1,f
8331,526,100,1,1,f
8332,526,100,1,1,f
5491,882,63,1,5,f
5492,1446,84,1,1,f
5492,1987,75,3,3,f
6366,886,72,1,1,f
6366,888,48,1,1,f
6366,884,89,1,1,f
6366,861,6,1,1,f
5800,557,98,3,6,f
5800,886,70,1,11,f
5801,5322,80,3,4,f
6183,1203,80,1,1,f
6183,1115,35,1,1,f
6184,1947,41,1,1,f
6503,199,66,1,1,f
6503,1947,41,1,1,f
951,2138,100,1,1,f
951,314,100,5,15,f
951,1944,75,1,1,f
1017,526,100,1,1,f
1017,2138,100,1,1,f
6190,5323,40,1,3,f
6190,882,63,1,5,f
6498,526,100,1,1,f
6498,5319,94,4,4,f
6498,1458,26,1,1,f
6498,2347,57,1,1,f
38,526,100,1,1,f
39,995,83,1,1,f
675,526,100,1,1,f
675,995,83,1,1,f
6499,554,87,2,2,f
6367,526,100,1,1,f
41,314,100,5,15,f
1402,314,100,5,15,f
1402,1944,75,1,1,f
2313,526,100,1,1,f
2313,2138,100,1,1,f
50,536,100,1,1,f
50,1747,100,1,1,f
50,1303,96,1,1,f
50,1369,84,1,1,f
50,1315,91,1,1,f
50,1317,69,1,1,f
50,1357,59,1,1,f
50,1361,59,1,1,f
50,1373,30,1,1,f
50,1319,40,1,1,f
50,1247,7,1,1,f
50,1249,4,1,1,f
50,565,81,15,15,f
50,560,81,7,15,f
50,556,92,105,105,f
50,554,85,105,105,f
50,884,82,690,690,f
50,829,64,20,20,f
50,557,70,105,105,f
50,563,64,15,45,f
50,886,55,150,150,f
50,9144,55,1,150,f
50,561,36,20,150,f
50,892,42,45,45,f
50,830,9,5,5,f
50,1725,81,1,1,f
50,1123,75,1,1,f
50,1127,57,1,1,f
50,1185,30,1,1,f
50,1149,34,1,1,f
50,1201,3,1,1,f
50,454,69,100,100,f
50,441,63,100,100,f
50,443,52,100,100,f
50,526,50,1,1,f
50,1623,55,1,1,f
50,1621,73,1,1,f
50,1619,66,1,1,f
50,1617,74,1,1,f
50,1615,38,1,1,f
50,1516,77,100,100,f
50,9431,98,1,1,f
50,385,69,4,4,f
50,407,72,1,1,f
50,1462,49,1,1,f
50,413,51,1,1,f
50,11286,5,1,1,f
50,995,40,60000,120000,f
2642,536,100,1,1,f
2642,1747,100,1,1,f
2642,1303,96,1,1,f
2642,1369,84,1,1,f
2642,1315,91,1,1,f
2642,1317,69,1,1,f
2642,1357,59,1,1,f
2642,1361,59,1,1,f
2642,1373,30,1,1,f
2642,1319,40,1,1,f
2642,1247,7,1,1,f
2642,1249,4,1,1,f
2642,565,81,15,15,f
2642,560,81,7,15,f
2642,556,92,105,105,f
2642,554,85,105,105,f
2642,884,82,690,690,f
2642,829,64,20,20,f
2642,557,70,105,105,f
2642,563,64,15,45,f
2642,886,55,150,150,f
2642,9144,55,1,150,f
2642,561,36,20,150,f
2642,892,42,45,45,f
2642,830,9,5,5,f
2642,1725,81,1,1,f
2642,1123,75,1,1,f
2642,1127,57,1,1,f
2642,1185,30,1,1,f
2642,1149,34,1,1,f
2642,1201,3,1,1,f
2642,454,69,100,100,f
2642,441,63,100,100,f
2642,443,52,100,100,f
2642,526,50,1,1,f
2642,1623,55,1,1,f
2642,1621,73,1,1,f
2642,1619,66,1,1,f
2642,1617,74,1,1,f
2642,1615,38,1,1,f
2642,1516,77,100,100,f
2642,9431,98,1,1,f
2642,385,69,4,4,f
2642,407,72,1,1,f
2642,1462,49,1,1,f
2642,413,51,1,1,f
2642,11286,5,1,1,f
2313,1944,75,1,1,f
2314,526,100,1,1,f
2314,2138,100,1,1,f
2314,314,100,5,15,f
2314,1944,75,1,1,f
2315,2138,100,1,1,f
2315,314,100,5,15,f
2315,1944,75,1,1,f
1402,526,100,1,1,f
1402,2138,100,1,1,f
46,526,100,1,1,f
2313,314,100,5,15,f
2980,526,100,1,1,f
2981,526,100,1,1,f
3007,526,100,1,1,f
3008,526,100,1,1,f
3009,526,100,1,1,f
3010,526,100,1,1,f
3011,526,100,1,1,f
3013,526,100,1,1,f
3014,526,100,1,1,f
3015,526,100,1,1,f
3016,526,100,1,1,f
3017,526,100,1,1,f
3018,526,100,1,1,f
4396,526,100,1,1,f
4415,526,100,1,1,f
7202,526,100,1,1,f
7204,526,100,1,1,f
7461,526,100,1,1,f
2693,526,100,1,1,f
47,526,100,1,1,f
6113,526,100,1,1,f
49,526,100,1,1,f
49,995,20,10000,20000,f
49,67,35,5,20,f
3586,526,100,1,1,f
3586,995,20,10000,20000,f
3586,67,35,5,20,f
6210,526,100,1,1,f
6210,995,20,10000,20000,f
2642,995,40,60000,120000,f
51,892,81,12,12,f
51,1199,59,1,1,f
51,1123,60,1,1,f
51,1303,70,1,1,f
51,830,49,5,5,f
51,1247,4,1,1,f
51,1249,2,1,1,f
51,560,98,10,15,f
51,1445,82,2,2,f
51,1439,97,2,2,f
51,1462,66,1,1,f
51,7937,62,50,50,f
51,564,57,10,10,f
51,565,60,10,10,f
51,555,33,14,14,f
51,1623,69,1,1,f
51,1621,69,1,1,f
51,1619,65,1,1,f
51,526,50,3,3,f
51,1617,54,1,1,f
51,443,2,100,100,f
51,200,98,1,1,f
51,202,92,1,1,f
51,204,78,1,1,f
51,206,92,1,1,f
51,208,83,1,1,f
51,210,93,1,1,f
51,212,80,1,1,f
51,214,75,1,1,f
51,216,86,1,1,f
51,2486,92,1,1,f
51,218,78,1,1,f
51,618,96,200,1337,f
51,386,83,1,2,f
51,572,88,2,2,f
51,226,69,1,1,f
51,6333,55,3,3,f
51,11286,1,1,1,f
6367,563,1,2,2,f
6367,555,78,6,19,f
6367,561,1,28,28,f
6367,565,1,2,2,f
6367,995,1,100,100,f
6367,245,70,1,1,f
6368,526,100,1,1,f
6368,563,1,2,2,f
6368,555,78,6,19,f
6368,561,1,28,28,f
6368,565,1,2,2,f
6368,995,1,100,100,f
6368,245,70,1,1,f
6369,526,100,1,1,f
52,856,45,15,30,f
52,860,35,10,25,f
4665,534,100,1,1,f
4665,995,30,15000,25000,f
4665,856,45,15,30,f
4665,860,35,10,25,f
4666,534,100,1,1,f
4666,995,30,15000,25000,f
4666,856,45,15,30,f
4666,860,35,10,25,f
53,1197,59,1,1,f
53,1123,62,1,1,f
53,1355,55,1,1,f
53,1369,68,1,1,f
53,892,74,4,4,f
53,811,61,8,8,f
53,1303,38,1,1,f
53,830,40,5,5,f
53,1149,7,1,1,f
53,563,68,4,4,f
53,560,60,5,5,f
53,565,74,2,2,f
53,1452,58,1,1,f
53,1462,27,1,1,f
4682,2485,59,1,1,f
53,536,100,1,1,f
53,1749,100,1,1,f
53,1315,92,1,1,f
4682,217,44,1,1,f
4682,449,57,1,1,f
4682,1623,74,1,1,f
4682,1621,97,1,1,f
4682,1619,66,1,1,f
4682,1617,30,1,1,f
4682,995,70,45000,60000,f
4682,860,40,5,15,f
4682,856,60,10,15,f
4683,536,100,1,1,f
1773,1321,31,1,1,f
1775,565,32,1,1,f
1775,562,48,1,1,f
1775,561,1,1,1,f
4681,565,52,50,50,f
4682,1243,57,1,1,f
4682,1213,55,1,1,f
4682,1245,31,1,1,f
4682,1247,51,1,1,f
4682,829,40,30,30,f
4682,830,35,5,5,f
4682,1249,5,1,1,f
4682,1069,89,1,1,f
4682,1197,65,1,1,f
4682,1161,61,1,1,f
4682,1149,7,1,1,f
4682,561,62,15,15,f
4682,555,94,75,75,f
4682,554,58,37,37,f
4682,563,57,3,3,f
4682,565,52,50,50,f
4682,1452,50,1,1,f
4682,1462,28,1,1,f
4682,199,86,1,1,f
4682,201,95,1,1,f
4682,203,90,1,1,f
4682,205,86,1,1,f
4682,207,60,1,1,f
4682,209,59,1,1,f
4682,211,73,1,1,f
4682,213,74,1,1,f
