npc_id,npc_skill_label,npc_skill_level
2608,Hitpoints,120
2609,Ranged,120
2611,Ranged,1
2613,Defence,120
2615,Attack,120
2616,Magic,40
2625,Hitpoints,140
2627,Ranged,15
2629,Ranged,30
2631,Hitpoints,40
2632,Defence,60
2677,Attack,2
1624,Ranged,1
1628,Defence,83
1630,Attack,53
1632,Defence,83
1633,Hitpoints,45
1634,Ranged,1
1636,Strength,30
1638,Ranged,1
1640,Magic,45
1642,Attack,45
1643,Magic,75
1645,Ranged,1
1647,Hitpoints,60
1649,Attack,8
1650,Ranged,1
1652,Magic,1
1654,Hitpoints,16
1656,Hitpoints,16
1665,Defence,70
1665,Strength,70
1677,Hitpoints,100
1681,Hitpoints,120
1804,Hitpoints,60
1806,Defence,14
1812,Strength,65
1828,Magic,1
1830,Attack,5
1831,Ranged,1
1874,Magic,1
1913,Hitpoints,130
1915,Attack,99
1935,Strength,100
1937,Magic,1
1940,Hitpoints,100
1942,Defence,120
1952,Attack,100
1953,Attack,100
1954,Magic,1
1956,Attack,100
1973,Attack,84
1974,Magic,1
1976,Defence,54
1977,Strength,120
1993,Strength,54
1995,Defence,1
1997,Attack,18
2001,Strength,5
2026,Defence,100
2028,Attack,1
2029,Hitpoints,100
2036,Magic,1
2044,Strength,36
2045,Ranged,1
2047,Magic,1
2049,Magic,1
2051,Hitpoints,71
2052,Ranged,1
2054,Defence,35
2055,Ranged,1
2057,Hitpoints,71
2071,Hitpoints,10
2076,Hitpoints,10
2245,Defence,13
2246,Magic,1
2248,Hitpoints,2
2263,Magic,1
2265,Defence,95
2314,Attack,1
2315,Ranged,1
2359,Hitpoints,105
2360,Strength,95
2362,Hitpoints,105
2423,Magic,1
2434,Ranged,1
2454,Hitpoints,35
2456,Ranged,100
2459,Hitpoints,5
2464,Hitpoints,120
2466,Magic,200
2469,Hitpoints,8
2471,Ranged,1
2473,Defence,3
2492,Strength,37
2500,Defence,26
2503,Magic,60
2592,Defence,80
2593,Strength,80
2595,Magic,120
2597,Attack,80
2598,Magic,80
2600,Magic,80
2601,Strength,60
2603,Strength,60
2605,Magic,40
2606,Strength,100
2608,Ranged,120
2610,Magic,40
2611,Strength,140
2613,Magic,40
2615,Defence,120
2624,Attack,120
2625,Strength,140
2628,Hitpoints,10
2629,Strength,60
2631,Ranged,120
2642,Defence,240
2677,Hitpoints,13
2682,Hitpoints,2
2685,Strength,24
2687,Ranged,1
2689,Defence,3
1626,Magic,1
1627,Magic,1
1629,Hitpoints,76
1630,Ranged,1
1632,Magic,1
1634,Attack,52
1636,Attack,52
1637,Hitpoints,75
1639,Defence,120
1641,Attack,45
1642,Ranged,1
1644,Hitpoints,60
1645,Strength,1
1647,Attack,1
1648,Strength,4
1650,Hitpoints,16
1651,Strength,4
1653,Ranged,1
1655,Magic,1
1657,Ranged,1
1676,Magic,1
1681,Ranged,1
1692,Hitpoints,2
1698,Attack,52
1758,Hitpoints,13
1802,Strength,120
1813,Defence,60
1827,Ranged,1
1829,Magic,1
1830,Strength,4
1832,Defence,6
1875,Hitpoints,6
1904,Hitpoints,60
1913,Ranged,1
1915,Hitpoints,200
1935,Ranged,1
1937,Hitpoints,100
1939,Attack,100
1940,Ranged,1
1941,Strength,100
1951,Defence,70
1953,Defence,70
1955,Attack,100
1969,Strength,2
1974,Strength,90
1976,Hitpoints,62
1993,Magic,1
1995,Magic,1
1996,Ranged,1
2001,Magic,1
2026,Attack,100
2027,Magic,1
2029,Ranged,1
2036,Defence,17
2037,Strength,18
2045,Defence,35
2046,Strength,36
2048,Magic,1
2050,Hitpoints,71
2052,Defence,35
2053,Ranged,1
2055,Magic,1
2057,Defence,35
2058,Strength,9
2077,Hitpoints,10
2236,Hitpoints,50
2245,Strength,16
2247,Hitpoints,2
2256,Magic,1
2263,Strength,5
2265,Hitpoints,95
2301,Hitpoints,6
2313,Magic,1
2315,Defence,1
2359,Magic,1
2361,Attack,95
2418,Magic,1
2434,Defence,1
2452,Ranged,1
2455,Strength,1
2457,Defence,80
2463,Hitpoints,120
2464,Defence,126
2469,Ranged,1
2471,Magic,1
2473,Attack,5
2492,Hitpoints,51
2498,Ranged,1
2500,Hitpoints,100
2502,Defence,26
2591,Strength,80
2593,Magic,120
2595,Hitpoints,100
2596,Strength,80
2598,Ranged,1
2600,Hitpoints,80
2602,Attack,60
2603,Magic,80
2605,Defence,100
2607,Attack,140
2608,Magic,40
2610,Hitpoints,140
2612,Attack,120
2613,Ranged,1
2615,Hitpoints,140
2624,Defence,120
2625,Magic,40
2628,Magic,30
2630,Attack,40
2631,Strength,120
2642,Magic,240
2677,Defence,4
2686,Attack,22
1627,Attack,53
1628,Ranged,1
1630,Hitpoints,76
1631,Hitpoints,76
1632,Strength,83
1635,Magic,1
1636,Hitpoints,45
1638,Defence,120
1639,Strength,45
1641,Hitpoints,75
1643,Defence,60
1644,Magic,75
1646,Magic,75
1648,Attack,8
1649,Ranged,1
1651,Hitpoints,16
1653,Defence,4
1654,Magic,1
1655,Ranged,1
1657,Attack,8
1665,Ranged,1
1677,Ranged,1
1681,Magic,1
1693,Hitpoints,32
1766,Hitpoints,6
1804,Attack,60
1806,Attack,19
1828,Hitpoints,23
1830,Defence,3
1831,Hitpoints,25
1874,Defence,3
1913,Defence,135
1915,Defence,99
1935,Defence,120
1936,Strength,100
1938,Ranged,1
1940,Magic,1
1941,Magic,1
1951,Magic,1
1953,Hitpoints,70
1955,Defence,70
1956,Strength,90
1969,Hitpoints,25
1973,Ranged,1
1975,Strength,90
1976,Ranged,1
1994,Ranged,1
1995,Ranged,1
1997,Hitpoints,10
2025,Magic,100
2027,Attack,100
2028,Ranged,100
2030,Defence,100
2037,Hitpoints,18
2044,Defence,35
2045,Strength,36
2047,Hitpoints,71
2049,Defence,35
2051,Attack,20
2053,Attack,20
2055,Attack,20
2056,Strength,36
2058,Magic,1
2074,Hitpoints,26
2245,Attack,17
2246,Strength,16
2263,Hitpoints,10
2264,Ranged,1
2265,Strength,100
2312,Hitpoints,5
2313,Ranged,1
2315,Hitpoints,3
2359,Attack,95
2361,Defence,80
2362,Magic,1
2434,Attack,1
2454,Attack,50
2455,Magic,1
2457,Magic,100
2468,Defence,126
2469,Strength,4
2471,Hitpoints,8
2473,Magic,1
2501,Hitpoints,100
2503,Defence,26
2571,Magic,1
2591,Attack,80
2592,Strength,80
2594,Hitpoints,100
2596,Ranged,1
2598,Attack,60
2599,Hitpoints,80
2601,Magic,80
2603,Attack,60
2604,Strength,100
2606,Hitpoints,120
2607,Ranged,120
2609,Hitpoints,120
2611,Magic,40
2612,Ranged,1
2614,Strength,140
2616,Ranged,1
2625,Attack,120
2627,Magic,30
2629,Magic,60
2630,Strength,60
2632,Hitpoints,40
2674,Hitpoints,17
2675,Strength,1
2682,Attack,1
1627,Defence,83
1628,Magic,1
1630,Magic,1
1632,Attack,53
1633,Magic,1
1634,Magic,1
1636,Defence,22
1637,Strength,45
1639,Magic,45
1641,Strength,45
1644,Attack,1
1645,Hitpoints,60
1647,Magic,75
1648,Ranged,1
1651,Attack,8
1652,Hitpoints,16
1654,Defence,4
1656,Magic,1
1657,Hitpoints,16
1676,Strength,1
1678,Defence,30
1698,Defence,38
1760,Hitpoints,13
1802,Magic,1
1805,Magic,1
1806,Ranged,1
1827,Defence,16
1828,Ranged,1
1830,Magic,1
1832,Magic,1
1874,Ranged,1
1913,Strength,80
1936,Defence,120
1937,Ranged,1
1939,Magic,1
1941,Attack,100
1942,Ranged,1
1952,Hitpoints,70
1953,Strength,90
1955,Ranged,1
1973,Magic,1
1975,Defence,90
1977,Defence,135
1993,Defence,54
1994,Defence,15
1996,Defence,10
2001,Defence,30
2025,Defence,100
2027,Defence,100
2029,Attack,100
2030,Magic,1
2037,Defence,17
2044,Ranged,1
2046,Magic,1
2048,Hitpoints,71
2049,Attack,20
2050,Ranged,1
2052,Hitpoints,71
2054,Attack,20
2055,Strength,36
2057,Ranged,1
2245,Hitpoints,22
2256,Hitpoints,66
2264,Defence,30
2265,Ranged,1
2313,Hitpoints,3
2315,Attack,1
2359,Defence,80
2362,Strength,95
2417,Attack,1
2418,Ranged,1
2434,Magic,1
2452,Strength,80
2455,Ranged,100
2457,Hitpoints,120
2461,Hitpoints,5
2463,Defence,126
2467,Magic,200
2469,Defence,3
2471,Attack,5
2472,Ranged,1
2482,Hitpoints,32
2492,Attack,35
2498,Hitpoints,100
2501,Ranged,1
2503,Hitpoints,100
2591,Defence,80
2592,Hitpoints,100
2594,Attack,80
2595,Strength,80
2597,Magic,120
2600,Attack,60
2600,Ranged,1
2602,Hitpoints,80
2604,Defence,100
2605,Strength,100
2607,Strength,100
2609,Magic,40
2611,Defence,120
2613,Hitpoints,140
2614,Attack,120
2616,Defence,120
2625,Defence,120
2627,Strength,30
2629,Hitpoints,20
2631,Defence,60
2642,Attack,240
2675,Attack,1
2685,Defence,24
2687,Attack,22
2688,Attack,22
1627,Hitpoints,76
1629,Attack,53
1630,Strength,83
1632,Ranged,1
1634,Hitpoints,45
1635,Ranged,1
1637,Magic,45
1639,Hitpoints,75
1640,Strength,45
1642,Magic,45
1644,Defence,60
1646,Attack,1
1646,Ranged,1
1648,Magic,1
1650,Attack,8
1652,Attack,8
1653,Magic,1
1655,Defence,4
1656,Ranged,1
1665,Hitpoints,100
1677,Defence,30
1678,Strength,1
1681,Strength,60
1698,Ranged,1
1802,Defence,75
1804,Strength,120
1806,Strength,18
1813,Attack,65
1827,Attack,30
1829,Attack,8
1831,Defence,35
1832,Strength,5
1914,Attack,99
1915,Magic,1
1935,Magic,1
1936,Attack,100
1937,Strength,100
1939,Hitpoints,100
1940,Strength,100
1942,Strength,100
1952,Defence,70
1954,Defence,70
1955,Magic,1
1969,Magic,1
1973,Strength,80
1975,Magic,1
1977,Attack,190
1991,Hitpoints,90
1994,Attack,17
1996,Attack,40
2001,Attack,255
2025,Attack,1
2027,Hitpoints,100
2028,Strength,1
2030,Hitpoints,100
2036,Strength,18
2044,Attack,20
2046,Attack,20
2047,Strength,36
2049,Strength,36
2051,Magic,1
2053,Defence,35
2054,Ranged,1
2057,Attack,20
2058,Hitpoints,22
2069,Hitpoints,10
2072,Hitpoints,10
2130,Hitpoints,30
2132,Hitpoints,30
2236,Magic,1
2246,Defence,13
2256,Strength,54
2265,Attack,5
2285,Hitpoints,20
2310,Hitpoints,6
2314,Strength,1
2360,Magic,1
2417,Ranged,1
2423,Ranged,1
2452,Magic,1
2454,Ranged,1
2456,Defence,75
2465,Hitpoints,120
2467,Defence,126
2469,Attack,5
2470,Hitpoints,8
2472,Hitpoints,8
2473,Ranged,1
2491,Ranged,1
2496,Hitpoints,40
2499,Ranged,1
2501,Magic,60
2571,Ranged,1
2591,Ranged,1
2593,Defence,80
2595,Attack,80
2596,Attack,80
2597,Strength,80
2599,Ranged,1
2601,Defence,60
2603,Defence,60
2604,Magic,40
2605,Ranged,120
2607,Hitpoints,120
2609,Attack,140
2610,Ranged,1
2612,Strength,140
2614,Hitpoints,140
2615,Strength,140
2624,Magic,40
2627,Attack,20
2629,Attack,40
2630,Ranged,30
2632,Ranged,120
2675,Defence,1
2677,Strength,2
2685,Attack,22
2686,Strength,24
2688,Defence,24
1628,Attack,53
1629,Ranged,1
1631,Ranged,1
1633,Defence,22
1634,Strength,30
1636,Magic,1
1638,Strength,45
1640,Attack,45
1642,Defence,120
1643,Ranged,1
1645,Magic,75
1647,Ranged,1
1649,Hitpoints,16
1650,Strength,4
1652,Ranged,1
1654,Attack,8
1655,Hitpoints,16
1657,Strength,4
1677,Magic,1
1681,Attack,60
1757,Hitpoints,13
1768,Hitpoints,6
1804,Defence,75
1805,Ranged,1
1812,Hitpoints,50
1828,Attack,10
1829,Ranged,1
1831,Magic,13
1874,Hitpoints,6
1913,Magic,1
1914,Ranged,1
1919,Hitpoints,83
1937,Attack,100
1938,Defence,120
1939,Defence,120
1941,Defence,120
1942,Magic,1
1952,Magic,1
1954,Attack,100
1955,Strength,90
1969,Defence,10
1974,Defence,90
1975,Ranged,1
1977,Hitpoints,130
1993,Attack,53
1994,Hitpoints,27
1996,Magic,1
1997,Ranged,1
2025,Strength,1
2027,Strength,100
2029,Magic,1
2034,Hitpoints,60
2037,Ranged,1
2045,Hitpoints,71
2047,Defence,35
2048,Ranged,1
2050,Defence,35
2051,Strength,36
2053,Magic,1
2055,Hitpoints,71
2056,Ranged,1
2058,Attack,8
2131,Hitpoints,30
2236,Defence,40
2245,Magic,1
2256,Attack,54
2263,Ranged,1
2265,Magic,1
2313,Strength,1
2315,Magic,1
2361,Hitpoints,105
2417,Defence,1
2418,Strength,1
2454,Defence,25
2455,Hitpoints,85
2457,Attack,1
2463,Magic,200
2468,Hitpoints,120
2470,Attack,5
2471,Defence,3
2473,Hitpoints,8
2491,Defence,35
2499,Defence,26
2571,Strength,40
2591,Hitpoints,100
2593,Hitpoints,100
2594,Strength,80
2596,Magic,120
2598,Defence,60
2599,Defence,60
2601,Hitpoints,80
2602,Strength,60
2604,Hitpoints,120
2606,Ranged,120
2608,Defence,100
2610,Attack,120
2611,Hitpoints,140
2613,Attack,120
2614,Ranged,1
2616,Hitpoints,140
2624,Strength,140
2628,Attack,20
2629,Defence,30
2631,Attack,80
2632,Strength,120
2677,Magic,1
2685,Ranged,1
2686,Ranged,1
2689,Magic,1
1628,Strength,83
1630,Defence,83
1631,Defence,83
1633,Ranged,1
1635,Attack,52
1637,Defence,120
1638,Hitpoints,75
1640,Hitpoints,75
1641,Ranged,1
1643,Strength,1
1645,Defence,60
1647,Defence,60
1649,Defence,4
1650,Magic,1
1652,Defence,4
1653,Strength,4
1655,Strength,4
1657,Magic,1
1676,Defence,30
1678,Ranged,1
1698,Magic,1
1802,Ranged,1
1805,Attack,19
1806,Magic,1
1813,Hitpoints,50
1827,Hitpoints,105
1829,Hitpoints,18
1830,Ranged,1
1832,Hitpoints,5
1885,Hitpoints,50
1906,Hitpoints,75
1914,Defence,99
1915,Strength,99
1935,Attack,100
1936,Hitpoints,100
1938,Hitpoints,100
1939,Ranged,1
1941,Hitpoints,100
1951,Ranged,1
1953,Magic,1
1955,Hitpoints,70
1956,Hitpoints,70
1969,Ranged,1
1974,Hitpoints,90
1976,Attack,53
1993,Ranged,1
1995,Hitpoints,27
1997,Defence,1
2001,Hitpoints,25
2026,Magic,1
2028,Defence,100
2029,Strength,100
2031,Hitpoints,45
2036,Hitpoints,18
2044,Magic,1
2046,Ranged,1
2047,Ranged,1
2049,Ranged,1
2051,Ranged,1
2053,Hitpoints,71
2054,Strength,36
2056,Magic,1
2058,Ranged,1
2133,Hitpoints,30
2236,Strength,40
2246,Ranged,1
2263,Defence,25
2264,Magic,1
2313,Defence,1
2314,Ranged,1
2360,Defence,80
2361,Strength,95
2418,Attack,1
2423,Defence,28
2434,Strength,1
2455,Attack,1
2456,Magic,1
2464,Magic,200
2466,Defence,126
2468,Magic,200
2470,Defence,3
2470,Strength,4
2472,Magic,1
2491,Strength,37
2498,Defence,26
2501,Defence,26
2502,Magic,60
2571,Attack,40
2592,Magic,120
2594,Defence,80
2595,Ranged,1
2597,Hitpoints,100
2599,Strength,60
2601,Ranged,1
2603,Hitpoints,80
2605,Attack,140
2606,Magic,40
2608,Attack,140
2609,Strength,100
2611,Attack,120
2612,Magic,40
2614,Magic,40
2615,Ranged,1
2624,Hitpoints,140
2627,Hitpoints,10
2628,Ranged,15
2630,Hitpoints,20
2632,Attack,80
2642,Strength,240
2675,Hitpoints,7
2685,Magic,1
2687,Defence,24
2688,Ranged,1
2693,Strength,1
1629,Defence,83
1631,Attack,53
1632,Hitpoints,76
1634,Defence,22
1635,Strength,30
1637,Ranged,1
1639,Attack,45
1640,Ranged,1
1642,Hitpoints,75
1643,Hitpoints,60
1645,Attack,1
1646,Strength,1
1648,Hitpoints,16
1650,Defence,4
1651,Ranged,1
1653,Hitpoints,16
1655,Attack,8
1656,Strength,4
1665,Magic,1
1677,Attack,1
1678,Magic,1
1691,Hitpoints,8
1698,Hitpoints,51
1761,Hitpoints,13
1802,Hitpoints,60
1805,Defence,14
1812,Attack,65
1827,Strength,30
1828,Strength,8
1830,Hitpoints,8
1832,Attack,6
1914,Hitpoints,200
1935,Hitpoints,100
1937,Defence,120
1938,Strength,100
1939,Strength,100
1942,Hitpoints,100
1951,Hitpoints,70
1953,Ranged,1
1954,Strength,90
1956,Ranged,1
1973,Hitpoints,110
1975,Hitpoints,90
1976,Strength,54
1994,Magic,1
1995,Strength,18
1997,Strength,10
2025,Ranged,1
2026,Strength,100
2028,Magic,1
2030,Attack,100
2033,Hitpoints,70
2036,Ranged,1
2045,Attack,20
2046,Hitpoints,71
2048,Defence,35
2049,Hitpoints,71
2050,Strength,36
2052,Magic,1
2054,Hitpoints,71
2056,Attack,20
2057,Magic,1
2060,Hitpoints,100
2073,Hitpoints,26
2236,Attack,40
2246,Hitpoints,22
2256,Defence,54
2264,Hitpoints,55
2314,Defence,1
2360,Attack,95
2362,Attack,95
2417,Strength,1
2423,Strength,42
2452,Attack,50
2454,Strength,35
2456,Hitpoints,85
2457,Strength,1
2462,Hitpoints,5
2467,Hitpoints,120
2470,Magic,1
2472,Defence,3
2491,Hitpoints,51
2492,Magic,1
2497,Hitpoints,40
2499,Magic,60
2502,Hitpoints,100
2571,Defence,40
2592,Ranged,1
2594,Ranged,1
2596,Defence,80
2597,Ranged,1
2599,Magic,80
2601,Attack,60
2602,Magic,80
2604,Attack,140
2606,Attack,140
2607,Magic,40
2609,Defence,100
2610,Strength,140
2612,Hitpoints,140
2614,Defence,120
2616,Attack,120
2624,Ranged,1
2627,Defence,15
2628,Strength,30
2630,Magic,60
2632,Magic,60
2642,Ranged,1
2675,Magic,1
2677,Ranged,1
2686,Defence,24
2688,Strength,24
2693,Magic,1
1629,Magic,1
1631,Magic,1
1633,Attack,52
1635,Defence,22
1636,Ranged,1
1638,Magic,45
1639,Ranged,1
1641,Defence,120
1643,Attack,1
1644,Strength,1
1646,Defence,60
1648,Defence,4
1649,Magic,1
1651,Defence,4
1653,Attack,8
1654,Ranged,1
1656,Defence,4
1665,Attack,70
1676,Ranged,1
1678,Attack,1
1698,Strength,62
1767,Hitpoints,8
1802,Attack,60
1804,Ranged,1
1812,Defence,60
1813,Strength,65
1827,Magic,1
1829,Defence,4
1831,Attack,13
1832,Ranged,1
1874,Strength,5
1914,Magic,1
1915,Ranged,1
1936,Magic,1
1938,Magic,1
1940,Defence,120
1942,Attack,100
1951,Attack,100
1952,Ranged,1
1954,Ranged,1
1956,Magic,1
1969,Attack,255
1974,Attack,90
1975,Attack,90
1977,Magic,1
1994,Strength,18
1996,Hitpoints,10
1997,Magic,1
2025,Hitpoints,100
2026,Ranged,1
2028,Hitpoints,100
2030,Ranged,1
2032,Hitpoints,35
2035,Hitpoints,80
2037,Attack,15
2044,Hitpoints,71
2046,Defence,35
2048,Attack,20
2050,Attack,20
2051,Defence,35
2052,Strength,36
2054,Magic,1
2056,Defence,35
2058,Defence,10
2070,Hitpoints,10
2236,Ranged,1
2245,Ranged,1
2263,Attack,95
2264,Strength,90
2313,Attack,1
2314,Magic,1
2359,Strength,95
2361,Magic,1
2417,Magic,1
2423,Hitpoints,61
2452,Hitpoints,180
2455,Defence,75
2456,Attack,1
2457,Ranged,1
2460,Hitpoints,5
2465,Magic,200
2470,Ranged,1
2472,Attack,5
2473,Strength,4
2491,Magic,1
2492,Defence,35
2498,Magic,60
2500,Magic,60
2503,Ranged,1
2592,Attack,80
2593,Ranged,1
2595,Defence,80
2597,Defence,80
2598,Strength,60
2600,Defence,60
2602,Defence,60
2603,Ranged,1
2605,Hitpoints,120
2607,Defence,100
2608,Strength,100
2610,Defence,120
2612,Defence,120
2613,Strength,140
2615,Magic,40
2616,Strength,140
2625,Ranged,1
2628,Defence,15
2630,Defence,30
2631,Magic,60
2642,Hitpoints,240
2675,Ranged,1
2686,Magic,1
2688,Magic,1
2693,Defence,1
2694,Strength,1
2689,Attack,5
2693,Ranged,1
2698,Defence,25
2700,Attack,19
2702,Attack,19
2703,Magic,1
2707,Attack,1
2709,Attack,5
2709,Strength,5
2711,Hitpoints,25
2714,Defence,10
2734,Defence,15
2736,Hitpoints,20
2737,Strength,60
2739,Hitpoints,40
2740,Strength,120
2742,Hitpoints,80
2743,Strength,480
2746,Attack,140
2751,Hitpoints,42
2777,Defence,25
2778,Strength,25
2781,Ranged,1
2783,Attack,140
2801,Hitpoints,48
2805,Hitpoints,25
2806,Magic,1
2837,Attack,49
2838,Magic,1
2839,Strength,50
2841,Magic,1
2850,Defence,40
2863,Ranged,1
2869,Hitpoints,22
2879,Magic,1
2881,Attack,255
2884,Magic,100
2887,Defence,75
2888,Ranged,100
2890,Defence,70
2894,Attack,10
2896,Attack,10
2963,Ranged,1
2965,Strength,18
2966,Strength,18
2970,Attack,19
2971,Strength,18
2973,Ranged,1
3011,Hitpoints,2
3013,Hitpoints,2
3016,Hitpoints,2
3027,Defence,80
3028,Magic,1
3707,Magic,1
3808,Hitpoints,100
3815,Attack,3
3816,Hitpoints,10
3835,Attack,300
3840,Defence,50
3841,Strength,50
3843,Attack,50
3844,Magic,18
3847,Defence,100
3851,Hitpoints,17
3915,Defence,1
3939,Magic,1
3941,Attack,19
3942,Magic,1
4226,Defence,4
4227,Magic,1
4229,Attack,67
4230,Strength,67
4257,Magic,1
4280,Defence,2
4283,Attack,99
4284,Ranged,1
4292,Hitpoints,100
4302,Defence,14
4303,Ranged,1
4305,Strength,18
4309,Defence,14
4310,Strength,18
4316,Ranged,1
4345,Hitpoints,33
4347,Ranged,1
4350,Attack,70
4351,Ranged,1
4353,Attack,80
4355,Defence,62
4357,Attack,80
4382,Magic,1
4384,Hitpoints,18
4385,Strength,18
4390,Ranged,1
4392,Ranged,1
4394,Attack,8
4397,Defence,50
4398,Ranged,1
4400,Attack,41
4403,Ranged,1
4405,Defence,10
4406,Ranged,1
4415,Attack,1
4440,Defence,13
4458,Attack,100
4459,Ranged,1
4471,Magic,1
4473,Attack,130
4474,Defence,130
4478,Attack,19
4509,Attack,75
4510,Magic,1
4528,Attack,95
4529,Ranged,1
4531,Magic,1
4533,Defence,95
4534,Ranged,1
4608,Attack,2
4660,Attack,5
4665,Defence,40
2687,Magic,1
2689,Hitpoints,8
2694,Attack,1
2697,Hitpoints,8
2698,Strength,25
2700,Magic,1
2701,Ranged,1
2703,Strength,18
2708,Magic,1
2710,Hitpoints,25
2711,Magic,10
2714,Ranged,1
2715,Strength,18
2734,Hitpoints,10
2735,Strength,30
2737,Hitpoints,20
2739,Attack,80
2740,Ranged,120
2742,Ranged,240
2744,Hitpoints,160
2745,Ranged,960
2751,Attack,25
2776,Ranged,1
2778,Attack,25
2782,Magic,90
2801,Ranged,1
2804,Strength,22
2807,Defence,10
2808,Hitpoints,15
2838,Hitpoints,52
2840,Defence,50
2841,Defence,50
2843,Hitpoints,50
2845,Hitpoints,50
2847,Hitpoints,50
2849,Defence,100
2850,Ranged,1
2866,Magic,1
2869,Magic,1
2878,Strength,9
2880,Hitpoints,100
2882,Attack,255
2883,Ranged,255
2885,Strength,80
2888,Magic,1
2889,Ranged,1
2892,Hitpoints,100
2896,Strength,10
2962,Magic,1
2963,Strength,18
2965,Attack,19
2967,Attack,19
2968,Magic,1
2970,Defence,14
2971,Ranged,1
3018,Attack,1
3026,Magic,1
3027,Strength,30
3041,Magic,1
3808,Attack,15
3814,Strength,1
3819,Defence,80
3836,Defence,300
3840,Magic,1
3842,Defence,50
3843,Ranged,1
3845,Magic,1
3850,Defence,14
3915,Magic,1
3940,Attack,60
3942,Defence,14
3943,Strength,90
4227,Defence,37
4228,Strength,45
4234,Attack,300
4259,Defence,14
4260,Ranged,1
4278,Magic,1
4282,Strength,80
4284,Attack,120
4301,Defence,14
4302,Strength,18
4304,Ranged,1
4306,Strength,18
4309,Attack,19
4310,Magic,1
4316,Defence,6
4336,Strength,18
4347,Hitpoints,15
4349,Defence,55
4350,Magic,1
4352,Magic,1
4354,Attack,80
4355,Magic,80
4356,Magic,80
4382,Ranged,1
4384,Magic,1
4385,Magic,1
4389,Attack,60
4391,Attack,60
4391,Ranged,1
4393,Defence,10
4398,Strength,50
4400,Magic,1
4403,Defence,11
4404,Strength,10
4418,Magic,1
4456,Defence,60
4458,Defence,60
4459,Magic,1
4470,Strength,130
4472,Magic,1
4478,Defence,14
4509,Defence,74
4510,Ranged,1
4528,Defence,95
4530,Defence,95
4531,Hitpoints,105
4533,Magic,1
4608,Ranged,1
4658,Ranged,1
2687,Strength,24
2693,Attack,1
2694,Ranged,1
2699,Magic,1
2701,Attack,19
2703,Attack,19
2704,Ranged,1
2705,Strength,18
2708,Attack,1
2710,Attack,5
2714,Strength,9
2717,Strength,14
2736,Attack,40
2737,Ranged,30
2739,Ranged,120
2741,Attack,160
2742,Defence,120
2744,Ranged,480
2746,Hitpoints,60
2776,Defence,1
2777,Attack,25
2782,Defence,5
2783,Defence,120
2804,Magic,1
2806,Attack,20
2807,Strength,10
2837,Hitpoints,52
2839,Attack,49
2840,Ranged,1
2842,Magic,1
2846,Hitpoints,50
2849,Ranged,1
2863,Hitpoints,22
2878,Attack,8
2879,Attack,99
2880,Magic,1
2882,Defence,255
2883,Strength,255
2885,Ranged,1
2888,Strength,1
2890,Hitpoints,140
2892,Ranged,2
2896,Hitpoints,100
2962,Defence,14
2964,Attack,19
2965,Ranged,1
2967,Defence,14
2969,Attack,19
2970,Ranged,1
2972,Attack,19
2973,Magic,1
2981,Hitpoints,2
3008,Attack,1
3010,Attack,1
3016,Attack,1
3018,Hitpoints,2
3026,Strength,30
3028,Attack,80
3041,Ranged,1
3715,Magic,1
3814,Defence,1
3815,Strength,5
3819,Attack,15
3835,Strength,300
3840,Hitpoints,80
3842,Hitpoints,80
3844,Defence,14
3845,Hitpoints,80
3850,Attack,14
3915,Strength,1
3940,Hitpoints,50
3941,Ranged,1
3943,Hitpoints,100
4227,Attack,22
4228,Ranged,1
4230,Hitpoints,150
4234,Ranged,1
4257,Strength,18
4259,Ranged,1
4280,Strength,50
4283,Magic,1
4284,Strength,120
4302,Magic,1
4304,Defence,14
4305,Magic,1
4307,Ranged,1
4308,Ranged,1
4310,Attack,19
4311,Magic,1
4347,Magic,1
4348,Strength,70
4350,Ranged,1
4352,Defence,55
4353,Strength,77
4355,Strength,77
4356,Ranged,1
4382,Attack,70
4384,Defence,17
4385,Defence,17
4389,Defence,10
4390,Defence,10
4392,Defence,10
4394,Defence,10
4397,Ranged,1
4400,Ranged,1
4404,Attack,12
4406,Attack,12
4418,Hitpoints,115
4440,Magic,1
4457,Defence,60
4458,Strength,100
4470,Defence,130
4472,Defence,130
4474,Attack,130
4475,Magic,1
4500,Defence,30
4509,Ranged,1
4527,Defence,95
4529,Attack,95
4530,Strength,95
4532,Hitpoints,105
4534,Hitpoints,120
2689,Ranged,1
2694,Magic,1
2698,Attack,25
2699,Defence,14
2701,Defence,14
2702,Magic,1
2705,Defence,14
2707,Strength,1
2709,Magic,10
2712,Attack,5
2712,Strength,5
2715,Magic,1
2717,Defence,14
2735,Defence,15
2736,Ranged,30
2738,Magic,60
2740,Defence,60
2741,Strength,240
2743,Hitpoints,160
2745,Attack,640
2746,Strength,100
2750,Hitpoints,40
2751,Strength,25
2777,Ranged,1
2780,Hitpoints,40
2782,Attack,90
2782,Strength,120
2804,Hitpoints,25
2806,Defence,20
2807,Magic,1
2837,Magic,1
2838,Strength,50
2840,Strength,50
2842,Defence,50
2850,Magic,1
2866,Defence,10
2869,Strength,9
2880,Attack,50
2881,Hitpoints,255
2883,Attack,255
2884,Strength,1
2887,Strength,1
2889,Attack,100
2894,Magic,1
2931,Hitpoints,27
2962,Ranged,1
2964,Strength,18
2966,Attack,19
2968,Attack,19
